ID_hash	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
3800	0.89	5	5	8	13	163	155	163	3	0	0	0	0	dados	01_menor_igual_media	1
3801	0.69	0	4	6	7	161	162	151	2	0	0	0	1	dados	01_menor_igual_media	0
3802	0.95	1	4	6	7	170	171	162	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3803	0.92	1	5	6	8	164	158	158	4	0	0	0	1	vendas	01_menor_igual_media	0
3804	0.58	3	3	5	5	158	159	149	3	0	0	0	1	dados	01_menor_igual_media	1
3805	0.85	2	2	2	7	150	151	141	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
3806	0.65	2	4	6	11	157	156	150	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3807	0.37	1	2	5	10	159	160	159	4	0	0	0	1	dados	01_menor_igual_media	0
3808	0.62	1	4	5	7	152	158	153	8	0	0	0	0	TI/suporte	01_menor_igual_media	0
3809	0.49	0	2	5	8	147	152	140	4	0	0	0	0	marketing/produto	02_acima_media	0
3810		0	4	6	10	149	154	163	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3811	0.99	0	4	4	9	178	175	182	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3812	0.87	2	3	4	4	164	160	153	4	0	1	0	1	dados	01_menor_igual_media	0
3813	0.2	3	5	5	9	173	182	181	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
3814		3	3	5	7	152	154	152	3	0	0	0	0	dados	01_menor_igual_media	0
3815	0.7	4	4	7	10	178	168	169	1	0	1	0	1	RH/financeiro	01_menor_igual_media	0
3816	0.54	4	5	5	5	154	157	159	6	0	0	0	0	vendas	02_acima_media	1
3817		3	3	6	8	163	162	172	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3818	0.77	2	3	4	8	154	155	155	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3819	0.85	0	6	7	11	154	157	159	1	0	0	0	0	dados	02_acima_media	0
3820	0.07	1	5	7	12	157	157	146	5	0	0	0	0	dados	01_menor_igual_media	0
3821	0.94	3	3	6	11	156	153	162	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3822	0.68	2	3	5	5	179	182	180	3	0	1	0	1	vendas	01_menor_igual_media	0
3823	0.81	0	3	5	7	160	159	171	3	0	0	0	1	marketing/produto	02_acima_media	0
3824	0.58	2	2	4	6	154	153	156	3	0	0	0	1	dados	01_menor_igual_media	0
3825	0.27	2	2	4	5	147	153	160	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3826	0.56	3	5	6	6	154	157	160	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3827	0.34	4	6	8	10	162	167	164	4	0	0	0	0	vendas	01_menor_igual_media	0
3828	0.86	5	6	6	10	179	175	175	4	0	0	0	1	vendas	01_menor_igual_media	0
3829	0.11	3	6	9	14	200	190	196	4	0	0	1	1	vendas	01_menor_igual_media	0
3830	0.11	3	6	8	9	188	198	196	4	0	0	0	0	dados	01_menor_igual_media	0
3831	0.7	1	4	7	11	199	190	178	6	0	0	0	1	dados	01_menor_igual_media	0
3832	0.77	0	2	5	6	158	153	158	3	0	0	0	1	vendas	01_menor_igual_media	0
3833	0.74	0	3	5	10	168	164	175	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
3834	0.63	4	5	7	8	165	174	167	3	0	0	0	0	dados	02_acima_media	0
3835	0.4	4	4	7	11	179	171	173	3	1	0	0	1	marketing/produto	01_menor_igual_media	0
3836	0.35	2	2	4	6	153	156	159	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3837	0.91	2	3	5	8	173	170	172	2	0	0	0	1	dados	02_acima_media	0
3838	0.97	3	3	6	10	147	156	161	10	0	0	0	1	marketing/produto	02_acima_media	0
3839		0	3	4	6	162	163	155	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3840	0.91	1	3	5	8	164	164	162	3	0	0	0	0	marketing/produto	02_acima_media	0
3841		1	5	5	9	165	163	157	4	0	0	0	1	dados	01_menor_igual_media	0
3842	0.95	4	4	5	9	166	156	147	2	0	0	0	0	dados	01_menor_igual_media	0
3843	0.92	0	3	4	8	157	159	156	3	0	0	0	0	dados	01_menor_igual_media	0
3844	0.93	1	4	7	11	152	156	158	3	0	0	0	0	vendas	01_menor_igual_media	1
3845	0.66	0	5	5	5	151	151	141	4	0	0	0	1	dados	01_menor_igual_media	0
3846	0.05	0	3	3	7	185	183	171	8	0	0	0	0	marketing/produto	02_acima_media	0
3847	0.89	3	4	6	6	187	184	180	2	0	0	0	1	vendas	01_menor_igual_media	1
3848	0.59	2	3	3	7	175	184	178	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3849	0.89	0	4	7	7	155	153	156	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3850	0.65	3	4	5	8	185	186	178	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3851	0.99	3	3	6	7	183	179	176	3	0	0	0	0	vendas	01_menor_igual_media	0
3852	0.2	2	2	5	8	163	155	149	3	0	0	0	1	dados	01_menor_igual_media	1
3853	0.96	0	3	5	6	185	176	169	7	0	0	0	0	vendas	01_menor_igual_media	0
3854	0.33	1	2	4	8	152	152	153	1	0	0	0	0	vendas	01_menor_igual_media	0
3855	0.88	3	3	4	6	153	155	166	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
3856	0.89	4	5	6	10	189	179	187	3	0	0	0	0	dados	01_menor_igual_media	0
3857		1	3	6	10	161	165	172	3	0	0	0	1	dados	01_menor_igual_media	0
3858	0.62	0	2	3	3	149	154	166	3	0	0	0	0	vendas	01_menor_igual_media	0
3859	0.96	3	4	7	9	153	156	147	3	0	0	0	0	TI/suporte	02_acima_media	0
3860	0.77	1	3	4	5	158	155	156	4	0	0	0	1	TI/suporte	01_menor_igual_media	1
3861		0	3	6	10	170	162	150	4	0	0	0	0	vendas	01_menor_igual_media	0
3862	0.3	5	5	8	11	160	159	154	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
3863	0.99	0	4	5	6	157	166	170	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3864	0.07	4	6	7	10	196	194	195	4	0	1	0	1	dados	01_menor_igual_media	0
3865		2	5	5	7	177	176	186	3	0	0	0	0	vendas	01_menor_igual_media	1
3866	0.87	5	5	8	12	158	158	149	7	0	0	0	0	vendas	01_menor_igual_media	0
3867	0.47	0	3	4	4	163	155	144	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
3868	0.84	1	3	4	9	164	160	159	3	0	0	0	0	vendas	01_menor_igual_media	0
3869	0.22	6	6	6	8	160	157	153	4	0	0	0	0	dados	01_menor_igual_media	0
3870	0.77	0	3	5	7	157	156	154	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3871	0.37	3	4	6	11	157	159	149	3	1	0	0	1	marketing/produto	02_acima_media	0
3872	0.95	4	4	7	9	149	158	148	4	0	0	0	0	vendas	01_menor_igual_media	0
3873	0.74	0	3	5	8	184	185	191	3	1	0	0	1	marketing/produto	01_menor_igual_media	0
3874	0.68	2	2	5	5	154	153	156	3	0	0	0	0	dados	01_menor_igual_media	0
3875	0.87	4	4	4	9	171	168	156	6	0	0	0	0	dados	01_menor_igual_media	0
3876		2	3	4	7	155	160	157	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3877	0.16	3	6	9	10	174	178	178	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
3878	0.37	2	2	2	7	154	155	144	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3879		3	4	6	11	174	166	177	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
3880	0.65	1	4	4	6	151	157	161	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3881	0.33	2	3	6	11	177	180	190	1	0	0	0	0	TI/suporte	02_acima_media	0
3882	0.74	1	4	6	9	168	165	167	3	0	0	0	1	vendas	01_menor_igual_media	1
3883	0.8	2	3	3	6	162	160	148	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3884	0.87	0	3	6	6	152	152	155	3	0	0	0	0	dados	01_menor_igual_media	0
3885	0.71	2	3	5	7	151	151	161	5	0	0	0	1	dados	01_menor_igual_media	0
3886	0.56	4	4	7	8	157	158	163	6	0	0	0	0	vendas	01_menor_igual_media	0
3887		1	3	3	6	145	154	157	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3888	0.69	0	3	3	6	152	156	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3889	0.93	3	5	6	7	163	154	154	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3890	0.8	1	2	5	9	157	155	150	3	0	0	0	0	marketing/produto	02_acima_media	0
3891	0.57	3	3	5	9	147	152	156	3	0	0	0	1	marketing/produto	02_acima_media	0
3892	0.72	3	5	5	8	186	177	175	2	0	1	0	1	marketing/produto	01_menor_igual_media	0
3893	0.17	2	2	5	5	164	157	152	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3894	0.81	0	2	4	6	147	154	148	6	0	0	0	1	vendas	01_menor_igual_media	0
3895	0.73	1	4	7	10	194	186	193	5	0	0	0	1	vendas	01_menor_igual_media	0
3896	0.37	3	3	6	9	165	175	174	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
3897	0.67	1	3	3	5	150	155	163	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3898	0.88	2	3	3	3	150	156	161	3	0	0	0	1	vendas	01_menor_igual_media	1
3899	0.09	0	2	2	3	153	154	146	3	0	0	0	1	vendas	01_menor_igual_media	1
3900	0.88	3	4	6	11	159	157	150	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3901	0.79	1	3	6	6	162	153	155	3	0	0	0	0	dados	01_menor_igual_media	0
3902	0.85	0	3	4	8	178	180	182	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3903	0.91	1	2	4	7	162	164	153	3	0	0	0	0	vendas	01_menor_igual_media	0
3904	0.69	3	5	8	8	177	179	179	3	0	0	0	1	vendas	01_menor_igual_media	1
3905	0.95	1	3	3	6	184	175	177	1	0	0	1	1	marketing/produto	01_menor_igual_media	1
3906	0.4	1	4	5	6	191	189	184	3	0	0	0	0	dados	01_menor_igual_media	0
3907	0.16	1	4	5	8	159	160	154	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
3908	0.69	2	3	5	6	156	158	151	7	0	0	1	1	vendas	01_menor_igual_media	0
3909	0.83	0	2	5	8	157	155	155	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
3910	0.08	3	7	9	13	177	187	199	4	0	0	0	0	vendas	01_menor_igual_media	1
3911	0.13	2	2	2	4	160	155	154	3	0	0	0	1	vendas	01_menor_igual_media	1
3912	0.99	1	5	8	12	162	160	162	1	0	0	1	1	marketing/produto	01_menor_igual_media	0
3913	0.49	4	4	7	7	188	182	179	3	0	0	0	1	vendas	02_acima_media	0
3914	0.38	1	3	6	11	158	158	157	7	1	0	0	1	marketing/produto	02_acima_media	0
3915	0.07	1	6	7	7	205	203	204	4	0	0	0	1	dados	01_menor_igual_media	1
3916	0.35	0	4	6	9	157	153	157	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3917	0.68	2	4	6	6	151	157	156	6	0	0	0	0	vendas	01_menor_igual_media	1
3918	0.98	3	3	4	7	174	174	167	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
3919	0.16	2	4	5	7	185	189	187	3	0	0	0	1	RH/financeiro	02_acima_media	0
3920	0.86	2	3	3	4	155	153	152	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
3921		2	2	3	8	154	155	156	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
3922	0.68	1	2	3	5	164	155	152	3	0	1	0	1	dados	01_menor_igual_media	0
3923	0.19	2	3	6	7	159	155	167	3	0	0	0	0	RH/financeiro	02_acima_media	0
3924	0.96	2	4	4	7	168	170	167	3	0	0	0	0	dados	01_menor_igual_media	0
3925	0.77	3	6	8	11	179	178	184	4	0	0	0	1	vendas	01_menor_igual_media	0
3926	0.99	1	5	5	10	159	155	154	3	0	0	0	0	dados	01_menor_igual_media	0
3927		0	4	4	5	183	186	183	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3928	0.81	3	3	4	7	178	188	191	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3929	0.67	2	3	3	4	150	153	150	3	0	0	0	1	vendas	01_menor_igual_media	1
3930	0.98	0	4	7	9	153	156	153	2	0	0	0	1	dados	01_menor_igual_media	0
3931	0.9	1	2	4	7	161	154	151	3	0	0	0	1	vendas	01_menor_igual_media	0
3932		0	3	5	5	165	168	168	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3933	0.69	5	6	8	11	158	161	161	3	0	0	0	0	vendas	01_menor_igual_media	0
3934	0.67	5	5	6	6	156	159	147	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3935	0.67	4	5	5	5	165	168	174	6	0	0	0	0	vendas	01_menor_igual_media	0
3936		0	2	2	4	183	184	195	3	0	0	0	1	vendas	01_menor_igual_media	0
3937		1	4	6	8	164	156	148	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
3938	0.16	4	6	7	10	204	202	212	4	0	0	1	1	vendas	02_acima_media	0
3939	0.66	0	4	4	8	153	156	165	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
3940	0.71	5	5	7	8	167	170	179	1	0	0	0	0	dados	01_menor_igual_media	1
3941	0.94	1	3	3	8	153	154	145	6	0	0	0	1	vendas	01_menor_igual_media	0
3942	0.59	2	3	3	5	162	160	169	1	0	0	0	0	dados	01_menor_igual_media	0
3943		3	3	5	7	157	160	150	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3944	0.13	0	2	5	6	158	155	159	3	0	0	0	1	dados	01_menor_igual_media	0
3945	0.16	4	6	7	11	178	177	166	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3946	0.81	0	3	4	7	179	178	190	2	0	0	0	0	vendas	01_menor_igual_media	0
3947	0.37	3	5	7	11	154	154	152	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3948		0	5	6	9	177	175	176	3	0	0	0	1	vendas	02_acima_media	0
3949	0.61	0	5	5	6	168	166	165	2	0	0	0	1	dados	02_acima_media	0
3950	0.79	1	3	5	6	167	158	161	3	0	0	0	0	vendas	01_menor_igual_media	0
3951		1	2	3	3	169	160	156	4	0	0	0	0	vendas	01_menor_igual_media	0
3952	0.76	1	5	8	13	171	172	168	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3953	0.47	3	4	5	6	180	179	181	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3954	0.99	2	5	8	8	174	172	174	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3955	0.36	3	3	4	6	176	180	182	2	0	0	0	1	vendas	01_menor_igual_media	0
3956	0.81	3	3	4	9	159	156	159	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3957	0.19	0	2	4	7	145	154	152	3	0	0	0	0	dados	02_acima_media	0
3958	0.88	1	3	5	5	160	161	159	3	0	0	0	1	dados	01_menor_igual_media	0
3959	0.9	0	5	6	8	166	160	158	10	0	0	0	0	vendas	01_menor_igual_media	0
3960		2	4	5	7	153	154	154	8	0	0	0	1	marketing/produto	01_menor_igual_media	0
3961	0.9	2	3	4	9	183	180	178	4	0	0	0	1	marketing/produto	02_acima_media	0
3962		2	3	3	6	157	164	174	3	0	0	0	0	TI/suporte	02_acima_media	0
3963	0.64	3	3	3	7	155	154	158	3	0	0	0	1	vendas	01_menor_igual_media	0
3964	0.65	1	2	5	8	183	189	191	3	0	0	0	1	dados	02_acima_media	0
3965	0.66	1	2	5	8	153	155	153	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3966	0.67	3	4	5	8	162	159	169	1	0	0	0	0	RH/financeiro	01_menor_igual_media	1
3967	0.72	0	3	6	7	162	153	150	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3968	1	2	5	6	10	159	157	157	3	0	0	0	0	dados	01_menor_igual_media	0
3969	0.06	2	2	4	6	175	172	169	4	0	1	0	1	dados	02_acima_media	0
3970	0.73	3	4	5	9	176	180	182	4	0	0	0	1	TI/suporte	02_acima_media	0
3971	0.09	1	4	5	10	147	154	142	3	0	0	0	0	vendas	01_menor_igual_media	1
3972	0.93	3	3	3	4	157	158	161	2	0	0	0	1	dados	01_menor_igual_media	0
3973	0.84	4	4	6	9	165	174	172	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3974	0.75	4	4	7	7	155	155	155	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3975	0.68	0	2	4	8	151	153	154	3	0	0	0	1	dados	01_menor_igual_media	1
3976	0.85	3	3	3	4	161	159	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3977	0.72	0	3	4	5	163	158	166	8	0	0	0	1	marketing/produto	01_menor_igual_media	0
3978		2	2	2	3	157	155	153	3	0	0	0	0	vendas	01_menor_igual_media	1
3979	0.08	1	2	4	7	150	153	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3980	0.99	2	4	4	9	176	168	168	1	0	0	0	1	vendas	01_menor_igual_media	0
3981	0.78	2	4	4	7	188	184	182	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3982	0.73	2	4	6	8	187	180	179	5	0	0	0	1	marketing/produto	01_menor_igual_media	1
3983	0.69	3	4	5	10	180	180	180	5	0	0	0	0	dados	01_menor_igual_media	0
3984	0.92	4	4	6	9	179	180	187	3	0	0	1	1	marketing/produto	01_menor_igual_media	0
3985	0.76	1	3	6	8	161	158	155	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3986	0.77	0	3	5	5	165	156	153	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3987	0.7	0	4	5	9	150	156	157	5	0	0	0	1	dados	01_menor_igual_media	0
3988	0.76	5	5	7	11	151	154	158	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3989	0.5	3	4	4	5	154	155	156	10	0	0	0	1	marketing/produto	02_acima_media	0
3990	0.9	3	3	6	6	157	155	163	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3991	0.84	3	4	4	4	165	162	165	3	0	0	0	1	vendas	01_menor_igual_media	0
3992	0.87	2	4	7	8	187	184	179	3	0	0	0	1	dados	02_acima_media	0
3993	0.53	5	5	5	5	156	153	156	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3994	0.82	0	3	3	5	159	159	164	3	0	0	0	0	dados	01_menor_igual_media	0
3995	1	2	3	3	8	191	188	186	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
3996	0.75	3	5	6	9	174	176	174	1	0	0	0	1	dados	01_menor_igual_media	0
3997		2	4	5	10	159	160	152	3	0	0	0	0	dados	01_menor_igual_media	1
3998	0.59	1	2	5	8	169	166	155	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3999	0.97	5	5	8	12	188	182	179	4	0	0	0	0	dados	01_menor_igual_media	0
4000		2	2	5	6	161	160	148	3	0	0	0	0	vendas	01_menor_igual_media	1
4001		5	5	8	8	159	156	154	1	0	0	0	0	dados	01_menor_igual_media	0
4002	0.45	1	3	5	7	156	160	157	3	0	0	0	1	TI/suporte	02_acima_media	0
4003	0.42	0	4	6	9	159	157	146	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
4004	0.57	1	4	6	6	149	157	169	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
4005	0.85	3	5	7	12	150	156	151	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
4006	0.93	1	4	4	6	151	153	145	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
4007		2	3	6	6	156	157	156	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
4008	0.87	1	3	6	10	168	158	159	1	0	0	0	0	vendas	01_menor_igual_media	0
4009	0.25	0	2	2	2	166	160	163	2	0	0	0	0	dados	01_menor_igual_media	0
4010	0.93	0	4	5	7	160	157	167	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
4011	0.74	1	4	7	8	160	159	157	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
4012	0.25	5	5	8	9	191	184	179	5	0	0	0	1	dados	01_menor_igual_media	0
4013	0.43	2	2	4	4	154	153	154	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
4014	0.67	1	3	5	7	157	156	167	4	0	0	0	0	dados	01_menor_igual_media	0
4015	0.8	1	5	7	7	190	183	182	3	0	0	0	0	TI/suporte	02_acima_media	0
4016	0.63	1	2	3	3	154	154	165	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
4017	0.2	4	6	8	11	190	192	186	4	0	0	0	0	vendas	01_menor_igual_media	1
4018	0.54	0	7	8	10	180	177	174	5	0	0	0	0	dados	01_menor_igual_media	0
4019	0.35	1	2	4	6	151	154	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
4020	0.54	0	4	6	10	168	175	174	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
4021	0.76	1	5	5	9	188	188	186	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
4022	0.92	0	4	4	8	161	157	158	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
4023	0.85	4	5	7	10	151	154	143	4	1	0	0	1	vendas	02_acima_media	0
4024	0.88	0	5	5	7	178	175	176	5	0	0	0	1	dados	01_menor_igual_media	0
4025	0.56	3	3	6	10	156	156	158	2	0	0	0	1	vendas	01_menor_igual_media	0
4026		3	4	6	6	175	177	169	4	0	0	0	0	vendas	01_menor_igual_media	0
4027	0.56	1	4	7	7	183	180	179	3	0	0	0	1	TI/suporte	02_acima_media	1
4028	0.87	5	5	6	8	192	184	184	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
4029		0	2	3	8	156	155	162	3	0	0	0	1	dados	01_menor_igual_media	0
4030	0.96	3	5	7	10	175	174	184	3	1	0	0	1	vendas	01_menor_igual_media	1
4031	0.05	0	6	6	9	195	198	186	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
4032	0.29	0	4	4	4	150	160	162	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
4033	0.78	0	4	7	10	170	172	181	3	0	0	0	0	dados	02_acima_media	0
4034	0.29	1	6	9	14	184	174	175	5	0	0	0	0	marketing/produto	02_acima_media	0
4035	0.06	0	2	4	5	146	154	159	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
4036	0.17	5	5	7	10	152	161	164	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
4037	0.48	3	4	5	5	166	169	168	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
4038	0.51	4	4	7	8	152	155	145	3	0	0	0	0	TI/suporte	02_acima_media	1
4039	0.85	0	4	7	10	180	180	183	2	0	0	0	1	dados	01_menor_igual_media	0
4040		2	5	8	9	160	162	159	2	0	0	0	0	vendas	01_menor_igual_media	0
4041	0.88	3	4	5	5	179	184	186	2	0	0	0	1	vendas	01_menor_igual_media	0
4042	0.57	1	2	3	5	145	154	158	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
4043	0.97	4	4	6	8	156	156	147	3	0	0	0	1	vendas	02_acima_media	0
4044	0.65	2	2	4	4	157	154	157	3	0	0	0	0	dados	02_acima_media	0
4045	0.32	0	3	6	6	146	152	164	3	0	0	0	0	vendas	01_menor_igual_media	1
4046	0.46	0	2	4	9	158	155	158	3	0	1	0	1	marketing/produto	02_acima_media	1
4047	0.98	5	5	8	11	159	160	172	3	0	0	0	0	dados	01_menor_igual_media	0
4048	0.98	3	5	8	12	153	155	167	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
4049	0.55	1	4	4	6	163	164	169	4	0	0	0	0	vendas	01_menor_igual_media	1
4050	0.6	3	4	6	11	161	158	148	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
4051		0	3	6	6	165	173	171	2	0	0	0	0	vendas	01_menor_igual_media	0
4052	0.74	0	3	5	9	166	164	156	2	0	0	0	0	dados	01_menor_igual_media	0
4053	0.86	4	4	4	5	165	160	151	1	0	0	0	0	vendas	01_menor_igual_media	1
4054	0.96	3	4	7	7	181	181	173	2	0	0	0	1	vendas	01_menor_igual_media	0
4055	0.62	0	5	8	13	169	174	183	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
4056	0.84	4	5	7	8	183	173	166	5	0	0	0	1	dados	01_menor_igual_media	0
4057	0.83	0	3	4	6	175	177	178	4	0	0	0	0	marketing/produto	02_acima_media	0
4058	0.79	3	4	7	9	163	160	156	3	0	0	0	0	dados	02_acima_media	0
4059	0.83	1	4	4	8	166	158	159	3	0	0	0	1	marketing/produto	02_acima_media	0
4060	0.76	5	5	7	7	160	155	152	2	0	0	0	0	dados	01_menor_igual_media	0
4061	0.98	3	3	4	5	165	165	169	3	0	0	0	0	vendas	01_menor_igual_media	1
4062	0.86	0	4	6	8	155	155	153	3	1	0	0	1	marketing/produto	01_menor_igual_media	0
4063		0	2	5	5	152	157	155	4	0	0	1	1	TI/suporte	01_menor_igual_media	1
4064	0.47	2	2	2	2	158	155	158	5	0	0	0	0	dados	01_menor_igual_media	0
4065	0.11	3	5	8	10	167	172	176	6	0	0	0	1	dados	01_menor_igual_media	0
4066	0.97	2	3	6	9	168	169	180	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
4067	0.86	2	3	3	7	173	182	183	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
4068		3	4	5	8	154	153	158	4	0	0	0	0	dados	01_menor_igual_media	0
4069	0.58	4	5	7	10	183	190	180	3	0	0	0	1	vendas	01_menor_igual_media	0
4070	0.68	0	2	3	3	153	157	164	3	0	0	0	1	TI/suporte	02_acima_media	0
4071	0.17	2	2	4	6	163	155	160	3	0	0	0	1	vendas	01_menor_igual_media	0
4072	0.04	1	2	4	4	166	156	167	3	0	0	0	0	vendas	01_menor_igual_media	1
4073	0.9	1	3	5	9	160	158	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
4074	1	0	4	4	5	153	159	161	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
4075	0.62	1	2	5	10	167	170	164	3	0	0	0	0	vendas	01_menor_igual_media	1
4076	0.77	2	3	4	7	166	164	156	3	0	0	0	1	vendas	01_menor_igual_media	1
4077	0.86	0	2	3	6	168	158	158	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
4078	0.25	2	5	5	9	171	174	178	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
4079	0.88	0	3	5	10	170	169	173	4	0	0	0	1	vendas	01_menor_igual_media	0
4080	0.97	0	3	4	6	155	157	164	3	0	0	0	0	dados	01_menor_igual_media	0
4081	0.55	4	4	4	7	155	157	158	3	0	0	0	0	vendas	01_menor_igual_media	0
4082	0.93	0	4	5	8	173	173	176	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
4083	0.96	0	4	6	6	179	170	170	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
4084	0.94	3	5	7	11	176	181	170	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
4085	0.99	0	5	6	8	173	168	177	1	0	0	0	1	vendas	01_menor_igual_media	0
4086	0.26	1	5	8	12	150	153	164	3	0	0	0	0	vendas	02_acima_media	0
4087	0.99	0	2	4	4	172	174	174	3	0	0	0	1	vendas	01_menor_igual_media	0
4088	0.71	3	5	6	7	158	151	158	2	0	0	0	0	TI/suporte	02_acima_media	0
4089	0.54	0	3	4	4	190	180	172	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
4090	0.98	2	5	8	13	165	175	181	5	0	0	0	0	dados	01_menor_igual_media	0
