ID_respondente	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
3023	0.32	3	5	6	7	151	157	169	3	0	0	0	0	dados	01_menor_igual_media	0
3024	0.78	4	5	6	10	188	181	183	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
3025	0.73	2	4	7	8	179	176	173	6	0	0	0	0	dados	01_menor_igual_media	0
3026		1	3	4	7	173	172	169	4	0	0	1	1	TI/suporte	02_acima_media	0
3027		0	3	3	7	185	179	172	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3028	0.97	0	3	6	11	183	187	177	2	0	0	0	1	vendas	01_menor_igual_media	0
3029	0.17	2	4	4	7	167	170	174	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3030	0.81	5	5	6	8	187	184	191	6	0	0	0	0	vendas	01_menor_igual_media	0
3031	0.73	0	2	5	10	179	182	188	3	0	0	0	0	vendas	01_menor_igual_media	1
3032	0.9	3	5	7	7	190	182	194	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
3033	0.03	4	6	7	11	183	191	203	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3034	0.46	0	3	6	10	169	170	164	3	0	0	0	0	dados	02_acima_media	0
3035	0.93	1	5	6	6	157	159	159	1	0	0	0	0	vendas	02_acima_media	0
3036	0.48	2	5	5	10	159	158	157	4	0	0	0	1	dados	02_acima_media	0
3037	0.53	3	4	5	9	161	153	142	1	0	0	0	1	TI/suporte	02_acima_media	0
3038	0.49	6	6	8	13	194	184	187	3	0	0	0	0	dados	01_menor_igual_media	0
3039	0.23	0	5	8	9	162	159	157	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
3040	1	2	3	4	9	183	179	184	3	0	0	0	1	dados	02_acima_media	0
3041	0.95	3	3	6	7	163	166	160	4	0	0	0	0	marketing/produto	02_acima_media	0
3042	0.76	0	5	7	7	196	188	184	3	0	0	0	1	dados	01_menor_igual_media	0
3043	0.35	0	4	4	9	158	160	158	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3044	0.99	3	3	6	11	148	156	157	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3045	0.95	2	4	5	5	158	156	154	2	0	0	0	1	dados	01_menor_igual_media	0
3046	0.4	0	4	7	9	162	156	166	4	0	0	0	0	vendas	02_acima_media	0
3047	0.09	0	2	4	9	162	156	147	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3048	0.86	2	3	3	4	162	154	158	3	0	0	0	0	marketing/produto	02_acima_media	0
3049	0.93	3	3	4	5	148	157	164	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3050		1	2	3	5	156	159	155	3	0	0	0	0	dados	01_menor_igual_media	0
3051	0.5	3	4	6	9	171	179	180	4	0	0	0	1	dados	01_menor_igual_media	0
3052	0.99	5	5	8	11	166	174	171	5	0	0	0	0	vendas	01_menor_igual_media	0
3053	0.95	3	3	5	10	157	155	154	3	0	0	0	0	vendas	01_menor_igual_media	0
3054	0.98	0	4	4	9	158	158	167	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3055	0.94	5	5	7	8	183	186	193	5	0	0	0	0	dados	01_menor_igual_media	0
3056	0.21	2	4	7	7	188	188	190	1	0	0	0	1	vendas	02_acima_media	1
3057	0.78	4	4	4	4	158	157	155	3	0	0	0	0	vendas	01_menor_igual_media	0
3058	0.35	4	6	8	9	176	169	158	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
3059	0.99	1	3	4	9	172	162	159	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
3060	0.49	4	4	5	8	160	157	148	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3061	0.49	2	2	5	8	150	153	153	3	0	0	0	0	dados	01_menor_igual_media	0
3062	0.03	3	4	6	7	156	160	172	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3063	0.2	0	3	4	4	183	186	186	3	0	0	0	1	vendas	01_menor_igual_media	0
3064	0.02	4	6	6	6	181	189	187	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3065	0.55	2	2	2	5	156	155	155	3	0	0	0	1	vendas	01_menor_igual_media	0
3066	0.76	0	2	5	7	164	156	165	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3067	0.97	2	5	6	7	154	155	157	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3068	0.95	1	5	6	8	161	153	156	3	0	0	0	1	dados	01_menor_igual_media	0
3069	0.23	2	2	4	8	159	154	154	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3070	0.94	1	4	4	9	168	162	162	7	1	0	0	1	marketing/produto	02_acima_media	0
3071	0.77	3	5	7	9	183	174	171	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
3072	0.06	0	2	4	8	150	155	155	3	0	0	0	1	vendas	01_menor_igual_media	0
3073	0.99	0	4	6	8	155	155	164	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
3074		0	6	6	11	153	152	152	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3075	0.47	3	3	5	7	149	152	150	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3076	0.39	0	2	2	3	153	154	156	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3077	0.94	2	3	6	6	147	155	153	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
3078	0.82	4	4	6	8	156	157	165	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3079		1	2	5	10	149	154	156	4	0	0	0	0	vendas	01_menor_igual_media	0
3080	0.77	0	5	5	10	166	168	168	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
3081	0.75	1	2	5	7	155	156	159	3	0	0	0	1	vendas	01_menor_igual_media	1
3082	0.91	1	3	5	10	193	183	194	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3083	0.69	2	4	7	7	177	182	187	5	0	0	0	1	dados	01_menor_igual_media	0
3084	0.84	3	3	3	8	162	153	151	8	0	0	0	1	marketing/produto	01_menor_igual_media	0
3085	0.89	4	4	6	9	175	185	194	6	0	0	0	0	marketing/produto	01_menor_igual_media	0
3086	0.06	2	4	5	5	194	192	187	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3087	0.99	3	3	6	10	151	153	154	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3088	0.02	0	6	6	11	195	186	197	4	0	0	0	0	vendas	01_menor_igual_media	1
3089	0.47	0	3	4	8	182	177	185	3	0	0	0	1	vendas	01_menor_igual_media	0
3090	0.66	0	3	5	8	155	163	167	1	0	0	0	0	dados	01_menor_igual_media	0
3091	0.63	0	4	5	10	150	154	160	3	0	0	0	0	vendas	01_menor_igual_media	0
3092	0.23	0	3	3	8	149	150	151	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
3093	0.68	3	3	6	10	159	157	164	3	0	0	0	0	dados	01_menor_igual_media	0
3094	0.6	2	2	4	9	191	194	192	3	0	0	0	0	vendas	02_acima_media	0
3095	0.64	0	3	4	5	179	181	176	3	0	0	0	0	TI/suporte	02_acima_media	0
3096		4	4	7	11	184	186	191	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3097	0.91	3	5	7	9	182	185	184	5	0	0	0	0	dados	01_menor_igual_media	0
3098	0.61	0	4	7	7	155	155	166	2	0	0	0	0	TI/suporte	02_acima_media	0
3099	0.95	4	4	5	5	179	188	190	4	1	0	0	1	vendas	01_menor_igual_media	0
3100	0.41	4	4	6	10	162	160	157	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3101	1	2	2	2	7	187	185	183	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3102	0.81	2	4	7	10	191	188	195	10	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3103	1	3	3	4	9	167	164	161	7	0	0	0	0	vendas	01_menor_igual_media	0
3104	0.55	1	3	5	9	174	175	163	8	0	0	0	0	RH/financeiro	02_acima_media	0
3105		2	5	7	9	152	155	153	6	0	0	0	1	TI/suporte	01_menor_igual_media	1
3106	0.99	3	3	4	8	152	162	167	3	0	0	0	0	marketing/produto	02_acima_media	0
3107	0.94	4	4	6	8	161	166	166	3	0	0	0	1	dados	01_menor_igual_media	0
3108	0.71	0	3	4	7	155	154	161	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
3109	0.8	0	3	6	10	141	150	147	3	0	0	0	0	vendas	01_menor_igual_media	0
3110	0.48	2	3	3	5	156	156	150	4	0	0	0	1	dados	02_acima_media	0
3111	0.92	1	4	7	8	158	154	157	1	0	0	1	1	marketing/produto	01_menor_igual_media	1
3112	0.58	1	3	3	3	164	172	171	6	0	0	1	1	dados	01_menor_igual_media	0
3113	0.98	1	3	4	9	160	158	166	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
3114	0.81	4	5	6	10	178	178	182	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
3115		1	2	3	3	161	160	155	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3116	0.98	3	3	3	7	163	162	163	8	0	0	0	1	marketing/produto	01_menor_igual_media	0
3117	0.61	2	4	5	9	168	166	162	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
3118	0.84	0	5	5	6	157	160	172	4	0	0	0	1	dados	01_menor_igual_media	0
3119	0.53	2	3	6	10	158	162	173	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
3120	0.95	0	4	5	9	162	163	163	2	0	0	0	0	dados	01_menor_igual_media	0
3121	0.37	0	3	6	10	166	159	156	10	1	0	0	1	marketing/produto	02_acima_media	0
3122	0.94	1	4	6	7	154	156	153	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
3123	0.11	3	3	3	5	148	155	153	1	0	0	0	0	vendas	01_menor_igual_media	1
3124	0.85	0	3	3	7	167	159	160	3	0	0	0	0	marketing/produto	02_acima_media	0
3125	0.99	1	6	8	11	144	153	141	4	0	1	0	1	dados	01_menor_igual_media	0
3126	0.53	2	3	5	8	153	154	154	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3127	0.25	1	2	5	8	151	154	159	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
3128	0.44	2	2	2	7	150	153	154	3	0	0	0	1	vendas	01_menor_igual_media	0
3129	0.63	4	4	7	8	181	188	198	1	0	0	0	0	vendas	01_menor_igual_media	1
3130	0.91	0	5	5	6	157	156	157	1	0	0	0	1	marketing/produto	02_acima_media	0
3131	0.59	4	4	6	8	168	168	162	1	0	1	0	1	TI/suporte	01_menor_igual_media	0
3132	0.58	1	3	6	11	171	162	169	3	0	0	0	1	dados	01_menor_igual_media	0
3133	0.78	5	5	8	10	151	158	160	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
3134		1	3	5	6	147	155	160	2	0	0	0	1	vendas	01_menor_igual_media	0
3135	0.68	4	5	6	11	178	182	187	3	0	0	0	0	dados	01_menor_igual_media	0
3136	0.72	2	2	4	9	145	154	157	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3137	0.47	1	6	8	10	186	181	188	4	0	0	0	0	dados	02_acima_media	0
3138	0.76	4	4	5	5	156	154	162	3	0	0	0	0	vendas	01_menor_igual_media	0
3139	0.08	1	4	7	7	168	159	148	2	0	1	0	1	dados	01_menor_igual_media	0
3140	0.79	1	3	4	7	168	171	183	3	0	0	0	1	vendas	01_menor_igual_media	0
3141	0.88	0	3	5	6	153	154	166	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3142	0.3	2	4	6	8	175	172	177	3	0	0	0	1	vendas	02_acima_media	1
3143	0.98	1	3	6	6	149	155	152	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3144	0.7	0	4	6	10	181	184	187	3	0	0	0	0	vendas	01_menor_igual_media	1
3145	0.95	1	3	3	7	163	168	161	3	0	0	0	1	marketing/produto	02_acima_media	0
3146	0.88	3	4	6	10	177	180	189	3	0	1	0	1	dados	01_menor_igual_media	0
3147	0.7	0	3	4	4	188	188	191	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3148	0.97	5	5	6	7	180	176	169	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3149	0.63	0	3	3	4	184	186	186	1	0	0	0	1	vendas	02_acima_media	0
3150	0.6	2	3	4	9	152	160	159	1	0	0	0	0	vendas	01_menor_igual_media	0
3151	0.18	4	6	8	11	166	164	175	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3152	0.85	0	3	3	6	184	187	194	1	0	0	0	0	TI/suporte	02_acima_media	0
3153	0.88	3	4	6	7	159	159	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3154	0.9	3	4	5	9	163	162	162	7	1	0	0	1	marketing/produto	02_acima_media	0
3155	0.14	1	5	8	9	186	184	186	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
3156	0.03	0	2	2	2	191	189	186	10	0	0	0	1	vendas	02_acima_media	0
3157		2	2	3	6	154	153	147	4	0	0	0	0	vendas	01_menor_igual_media	1
3158	0.49	0	3	3	7	160	160	157	2	0	1	0	1	marketing/produto	01_menor_igual_media	0
3159	0.71	1	5	8	9	160	158	154	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
3160	0.15	3	6	7	11	190	198	205	4	0	0	0	0	dados	01_menor_igual_media	0
3161	0.93	4	4	6	8	191	187	190	2	0	0	0	1	dados	01_menor_igual_media	0
3162	0.23	2	3	6	10	159	158	151	1	0	0	0	1	vendas	01_menor_igual_media	0
3163	0.84	4	5	8	9	164	157	153	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3164	0.6	1	4	4	8	165	162	172	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3165	0.96	4	5	7	7	180	181	181	1	0	0	1	1	dados	01_menor_igual_media	0
3166	0.02	2	2	4	9	148	153	153	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3167	0.94	4	4	4	7	178	168	180	10	0	0	0	0	marketing/produto	02_acima_media	0
3168	0.77	2	4	7	11	196	198	190	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
3169	0.76	1	5	8	9	186	185	176	3	0	0	0	1	RH/financeiro	02_acima_media	0
3170	0.85	0	3	6	11	154	155	160	2	0	0	0	0	vendas	01_menor_igual_media	0
3171	0.83	4	4	6	7	161	160	161	7	0	0	0	0	TI/suporte	01_menor_igual_media	0
3172	0.36	4	5	5	8	159	156	168	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3173	0.96	2	3	6	10	156	163	165	1	0	0	0	1	TI/suporte	02_acima_media	1
3174	0.29	2	6	9	11	155	157	159	10	0	0	0	1	TI/suporte	01_menor_igual_media	0
3175	0.39	2	4	7	8	156	158	152	4	0	0	0	0	dados	01_menor_igual_media	1
3176	0.93	1	3	6	7	164	155	151	4	0	0	0	0	dados	01_menor_igual_media	0
3177	0.1	2	2	5	6	158	156	144	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3178	0.01	6	6	7	10	193	191	203	4	0	0	0	1	vendas	01_menor_igual_media	1
3179	0.28	0	5	7	7	164	166	165	1	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3180	0.65	0	4	7	9	169	166	168	1	0	0	0	0	marketing/produto	01_menor_igual_media	1
3181	0.51	3	5	6	10	175	175	176	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3182	0.67	2	2	2	7	154	155	160	3	0	0	0	0	vendas	01_menor_igual_media	0
3183	0.92	1	4	7	7	157	156	155	3	0	0	0	0	dados	01_menor_igual_media	0
3184	0.16	3	6	7	9	157	159	149	1	0	0	0	1	marketing/produto	01_menor_igual_media	1
3185	0.65	1	3	3	6	160	158	168	3	0	0	0	1	dados	01_menor_igual_media	0
3186	0.62	3	3	5	6	153	154	151	3	0	0	0	0	vendas	01_menor_igual_media	0
3187	0.63	2	4	6	6	172	173	180	3	0	0	0	0	vendas	02_acima_media	0
3188	0.98	3	4	5	5	151	154	142	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3189	0.44	1	4	4	8	163	164	174	7	0	0	0	0	vendas	02_acima_media	0
3190		0	2	2	6	155	153	159	3	0	0	0	1	marketing/produto	02_acima_media	0
3191	0.72	1	3	6	6	150	157	152	3	0	0	0	1	vendas	01_menor_igual_media	1
3192	0.58	1	3	3	5	154	154	166	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3193	0.28	2	4	4	9	169	159	156	3	0	0	0	1	vendas	01_menor_igual_media	0
3194	0.9	2	3	6	8	156	158	157	10	1	0	0	1	marketing/produto	02_acima_media	0
3195	0.31	0	6	8	10	153	150	150	5	0	0	0	0	vendas	01_menor_igual_media	0
3196	0.72	3	4	6	6	163	163	175	2	0	0	0	1	dados	01_menor_igual_media	0
3197	0.24	1	6	6	6	181	190	188	5	0	0	0	0	dados	01_menor_igual_media	0
3198	0.99	1	4	5	5	184	183	192	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
3199	0.82	2	4	6	9	155	153	154	3	0	0	0	0	vendas	01_menor_igual_media	0
3200	0.39	1	4	7	8	177	174	177	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3201	0.3	3	3	6	6	177	174	171	3	0	0	0	0	dados	01_menor_igual_media	0
3202	0.74	6	6	7	10	171	168	172	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
3203	0.75	0	4	6	9	172	182	184	2	0	0	0	0	TI/suporte	02_acima_media	0
3204	0.99	2	5	8	8	151	154	149	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
3205	0.21	2	4	5	5	156	158	165	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
3206	0.74	2	4	4	4	184	182	185	10	0	0	0	0	vendas	01_menor_igual_media	0
3207		3	3	6	8	193	191	186	4	0	0	0	0	TI/suporte	02_acima_media	0
3208	0.6	1	2	5	6	157	154	152	4	0	0	0	0	vendas	02_acima_media	0
3209	0.19	5	7	7	7	184	182	175	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
3210	0.97	1	4	7	10	168	158	156	3	0	1	0	1	TI/suporte	01_menor_igual_media	0
3211	0.1	0	2	5	6	151	153	151	3	0	1	0	1	TI/suporte	02_acima_media	1
3212	0.6	3	6	7	9	157	154	154	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3213	0.98	0	3	6	9	188	184	187	4	0	0	0	0	dados	02_acima_media	0
3214	0.92	0	3	6	6	146	156	159	7	0	0	0	1	marketing/produto	01_menor_igual_media	0
3215	0.86	4	4	6	8	146	154	144	3	0	0	0	0	dados	01_menor_igual_media	0
3216	0.77	2	4	5	8	160	157	159	2	0	0	0	1	RH/financeiro	01_menor_igual_media	1
3217	0.88	1	3	3	6	180	189	186	3	0	0	0	1	vendas	01_menor_igual_media	1
3218	0.88	2	5	5	5	156	154	155	3	0	0	0	0	dados	01_menor_igual_media	0
3219	0.94	2	5	8	9	187	184	176	3	0	0	0	1	vendas	01_menor_igual_media	0
3220	0.98	1	5	8	10	183	176	170	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
3221	1	1	4	7	8	158	156	157	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
3222	1	3	4	5	10	162	165	167	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3223		1	2	5	5	158	158	146	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3224	0.6	1	2	5	8	149	150	144	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3225	0.74	3	4	6	10	157	155	152	3	0	0	0	1	dados	01_menor_igual_media	0
3226	0.95	2	3	5	9	157	154	150	3	0	0	0	1	dados	01_menor_igual_media	0
3227	0.26	1	3	6	10	152	150	148	1	0	0	1	1	marketing/produto	01_menor_igual_media	0
3228	0.97	0	4	7	9	184	185	185	1	0	0	0	1	vendas	01_menor_igual_media	0
3229	0.7	1	3	3	4	186	181	189	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
3230	0.95	1	4	5	8	162	154	152	2	0	0	0	0	vendas	01_menor_igual_media	0
3231	0.66	3	5	8	10	160	167	172	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3232	0.63	1	2	3	7	160	157	169	3	0	0	0	0	vendas	01_menor_igual_media	0
3233	0.76	1	3	5	8	176	175	167	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3234	0.15	3	4	7	11	149	152	146	10	1	0	0	1	marketing/produto	01_menor_igual_media	0
3235	0.48	2	4	6	10	151	157	159	3	0	1	0	1	marketing/produto	01_menor_igual_media	1
3236	0.97	0	4	7	12	182	184	196	5	0	0	0	0	dados	01_menor_igual_media	0
3237		1	4	5	9	174	177	164	7	0	0	0	1	vendas	01_menor_igual_media	1
3238	0.49	1	2	5	7	156	153	152	3	0	0	0	0	dados	01_menor_igual_media	0
3239	0.85	0	2	4	6	193	192	193	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
3240	0.88	3	4	4	8	167	168	167	1	0	0	0	0	dados	01_menor_igual_media	0
3241	0.7	4	5	5	10	157	160	156	4	0	0	0	0	marketing/produto	02_acima_media	0
3242	0.8	5	5	7	10	173	174	175	4	0	0	0	1	dados	01_menor_igual_media	0
3243	0.52	3	4	4	8	161	157	151	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
3244	0.87	5	5	6	10	168	166	167	6	0	0	0	0	marketing/produto	01_menor_igual_media	0
3245	0.31	2	5	5	7	163	160	157	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3246	0.6	0	2	3	5	154	153	157	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3247	0.13	1	2	2	2	155	155	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3248	0.8	0	3	6	8	156	156	155	3	0	0	0	0	vendas	01_menor_igual_media	0
3249	0.82	4	5	7	8	188	186	186	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
3250	0.69	2	2	3	5	177	176	173	3	0	1	0	1	dados	02_acima_media	0
3251	0.66	0	5	5	7	180	190	192	6	0	0	0	0	marketing/produto	01_menor_igual_media	0
3252	0.92	3	3	3	3	153	155	154	3	0	0	0	0	vendas	01_menor_igual_media	1
3253	0	1	6	9	12	189	194	196	4	0	0	0	0	dados	01_menor_igual_media	0
3254		1	6	6	11	152	156	156	5	0	0	0	0	TI/suporte	02_acima_media	1
3255	1	2	2	3	4	151	159	159	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3256	0.21	1	5	6	9	154	157	153	5	0	0	0	0	vendas	01_menor_igual_media	0
3257	0.74	2	4	6	6	185	186	176	1	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3258	0.91	1	3	5	7	161	161	166	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
3259	0.88	4	5	8	10	183	186	190	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3260	0.11	2	6	7	12	188	187	177	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3261	0.98	1	3	6	7	162	160	164	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
3262	0.49	1	3	6	8	154	152	154	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
3263	0.99	6	6	7	9	163	156	156	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
3264	0.31	2	5	5	10	163	170	175	3	0	0	0	0	vendas	01_menor_igual_media	0
3265	0.84	1	3	6	11	164	158	150	5	0	0	0	0	dados	02_acima_media	0
3266	0.99	0	4	5	9	167	170	172	2	1	0	0	1	vendas	02_acima_media	0
3267	0.08	4	5	7	11	196	194	196	4	0	0	0	0	dados	02_acima_media	0
3268	0.74	1	3	6	10	170	172	180	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
3269	0.6	0	4	6	11	159	167	164	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
3270	0.22	3	5	7	9	167	162	174	4	0	0	0	1	vendas	02_acima_media	0
3271	0.88	3	4	6	8	178	175	178	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
3272	0.85	2	5	5	10	160	168	168	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3273	0.99	3	5	7	12	150	157	148	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3274	0.96	5	5	8	10	191	188	176	5	0	0	0	0	dados	01_menor_igual_media	0
3275	0.67	0	3	4	9	166	157	169	3	0	0	0	0	TI/suporte	02_acima_media	1
3276	0.95	3	3	3	4	170	160	171	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
3277	0.73	3	3	5	10	152	154	163	3	0	0	0	1	dados	02_acima_media	0
3278	0.9	0	3	5	9	159	156	156	1	0	0	0	0	TI/suporte	02_acima_media	0
3279	0.72	2	2	4	8	159	155	155	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
3280	0.99	1	5	8	11	139	149	152	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
3281	0.42	2	2	5	6	155	154	154	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
3282	0.91	1	5	7	12	167	174	172	6	0	0	0	0	dados	01_menor_igual_media	0
3283	0.13	0	3	5	6	162	155	162	4	0	0	0	0	vendas	01_menor_igual_media	1
3284	0.69	2	3	3	8	156	155	155	3	0	0	0	0	dados	01_menor_igual_media	0
3285	1	4	4	4	9	156	153	155	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
3286	0.66	0	2	5	9	147	154	156	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
3287	0.99	3	3	4	7	154	155	144	10	0	0	0	0	marketing/produto	02_acima_media	0
3288	0.27	1	5	8	11	160	157	162	4	0	0	0	0	vendas	02_acima_media	0
3289	0.38	0	3	6	7	155	155	166	3	0	0	0	0	vendas	01_menor_igual_media	0
3290	0.29	0	4	5	8	166	168	176	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
3291	0.65	0	4	6	7	153	154	159	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3292	1	0	4	7	8	181	172	169	4	0	0	1	1	TI/suporte	01_menor_igual_media	0
3293	0.82	0	2	3	4	171	171	180	3	0	0	0	1	marketing/produto	02_acima_media	0
3294	0.89	0	4	4	4	158	157	153	1	0	0	0	1	marketing/produto	01_menor_igual_media	0
3295	0.51	3	4	5	5	154	157	146	3	0	0	1	1	vendas	01_menor_igual_media	0
3296	0.18	2	3	3	5	164	154	157	3	0	0	1	1	marketing/produto	01_menor_igual_media	1
3297	0.03	2	6	9	13	180	180	186	4	0	0	0	0	vendas	01_menor_igual_media	0
3298	0.74	0	2	4	7	178	175	171	3	0	0	0	0	TI/suporte	02_acima_media	0
3299	0.01	2	3	5	10	180	174	171	3	0	0	0	1	dados	01_menor_igual_media	0
3300	1	2	3	4	6	160	155	157	4	0	0	0	0	dados	01_menor_igual_media	0
3301	0.85	2	3	6	7	188	179	182	3	0	0	0	1	dados	01_menor_igual_media	0
3302	0.89	2	4	6	8	174	169	172	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
3303	0.75	3	3	5	9	163	164	168	3	0	0	0	0	vendas	01_menor_igual_media	0
3304	0.62	1	5	8	9	155	153	149	3	0	1	0	1	TI/suporte	02_acima_media	0
3305		0	2	3	7	154	159	148	3	0	0	0	0	dados	01_menor_igual_media	0
3306	0.92	5	5	5	10	180	182	192	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
3307	0.88	3	6	9	9	183	178	183	6	0	0	0	1	marketing/produto	01_menor_igual_media	0
3308	0.48	2	3	4	4	179	178	190	8	0	0	0	0	vendas	01_menor_igual_media	1
3309	1	1	5	7	10	182	180	168	4	1	0	0	1	vendas	01_menor_igual_media	0
3310	0.38	2	4	4	8	164	163	166	3	0	0	0	1	vendas	01_menor_igual_media	0
3311	0.78	1	2	4	7	180	181	185	5	0	0	1	1	RH/financeiro	01_menor_igual_media	0
