ID	SAFRA	IDADE	RENDA_MEDIA_MENSAL	TOTAL_INVESTIMENTOS	QTDE_CONSULTAS_CREDITO_12M	QTDE_CARTOES	QTDE_EMPRESTIMOS_12M	QTDE_CHEQUE_ESPECIAL_12M	QTDE_PGTOS_EM_ATRASO_12M	TOTAL_DIAS_ATRASO_12M	FLAG_PGTO_PARCIAL_12M	VALOR_PGTOS_12M	PERC_MEDIO_LIMITE_TOMADO_12M	RESPOSTA_MAU_BOM
0x9c7e	Safra 3	46	1400	1000	0	2	0	1	1	7	Nao	3436	0.83	1
0x9c8a	Safra 3	46	6300	0	1	3	1	2	3	28	Sim	30743	0.11	1
0x9c96	Safra 3	47	2100	40600	2	2	0	1	1	1	Nao	14821	0.16	1
0x9ca2	Safra 2	47	5800	0	0	2	0	1	1	1	Sim	24117	0.62	1
0x9cae	Safra 3	47	9400	100	0	2	0	1	1	2	Nao	3571	0.32	1
0x9cba	Safra 3	47	20200	500	0	2	0	1	2	3	Sim	17792	0.03	1
0x9cc6	Safra 1	47	10200	34100	0	3	1	1	5	19	Nao	10183	0.09	1
0x9cd2	Safra 1	47	4400	200	1	3	1	1	4	24	Sim	6934	0.17	1
0x9cde	Safra 1	47	9200	8100	3	6	0	5	3	6	Sim	7378	0.33	1
0x9ce3	Safra 2	47	12400	28900	4	3	1	3	5	26	Sim	41051	0.31	1
0x9ce4	Safra 1	47	33300	10200	0	3	1	3	2	23	Nao	13525	0.22	1
0x9cea	Safra 1	47	9200	0	0	2	0	1	2	3	Sim	17541	0.14	1
0x9cf6	Safra 2	47	9200	129300	1	3	0	2	4	12	Sim	26252	0.69	1
0x9d02	Safra 2	47	6300	100	1	3	0	2	5	16	Sim	17647	0.74	1
0x9d0e	Safra 2	47	6000	32500	0	4	0	2	1	2	Sim	2611	0.53	1
0x9d1a	Safra 1	47	6800	500	1	3	0	4	3	13	Sim	17412	0.22	1
0x9d26	Safra 1	47	11700	100	0	4	0	1	5	15	Sim	2659	0.38	1
0x9d32	Safra 1	47	2300	0	0	3	0	0	2	15	Sim	7209	0.49	1
0x9d3e	Safra 1	47	9400	200	0	3	1	1	2	38	Sim	20795	0.5	0
0x9d44	Safra 1	47	5700	500	0	2	0	1	1	7	Sim	20038	0.04	0
0x9d45	Safra 2	47	10500	26800	1	2	0	2	1	4	Nao	17086	0.02	0
0x9d4a	Safra 3	47	21600	87600	5	1	0	0	1	1	Nao	22257	0.14	1
0x9d56	Safra 2	47	4400	0	0	3	2	1	1	4	Nao	13878	0.5	1
0x9d62	Safra 3	47	4100	5600	2	4	0	4	0	0	Nao	8556	0.27	1
0x9d6e	Safra 1	47	2400	4100	0	2	0	1	2	2	Sim	10841	0.46	0
0x9d7a	Safra 3	47	3200	28100	0	2	0	0	2	5	Sim	9606	0.33	1
0x9d86	Safra 1	47	10400	1100	0	1	0	0	0	0	Nao	3322	0.63	1
0x9d88	Safra 2	47	10900	100	0	2	0	1	2	2	Nao	15217	0.08	0
0x9d89	Safra 3	47	7400	0	1	4	1	2	2	20	Sim	4757	0.41	1
0x9d92	Safra 1	47	20500	9300	0	2	0	1	1	2	Sim	13627	0.84	1
0x9d9e	Safra 3	47	1900	2900	0	2	0	1	1	3	Nao	6166	0.02	0
0x9daa	Safra 2	47	13700	100	0	2	0	1	1	5	Sim	28355	0.5	0
0x9db6	Safra 1	47	5100	0	0	2	0	1	2	8	Nao	8476	0.03	1
0x9dc2	Safra 2	47	3400	0	0	2	0	3	2	5	Nao	13245	0.26	1
0x9dce	Safra 1	47	22800	0	1	3	1	3	3	11	Sim	28066	0.54	1
0x9dda	Safra 3	47	8500	0	1	4	1	2	3	26	Sim	8793	0.14	1
0x9de6	Safra 2	47	8000	1400	0	1	0	1	1	1	Nao	3915	0.01	1
0x9df2	Safra 3	47	12400	1400	0	6	1	1	2	22	Sim	15826	0.55	0
0x9dfe	Safra 1	47	6600	27300	4	4	0	1	2	7	Nao	5572	0	1
0x9e0a	Safra 2	47	9800	6500	3	3	2	3	4	40	Sim	34136	0.02	1
0x9e16	Safra 3	47	24200	61800	5	1	0	3	0	0	Nao	18330	0.32	1
0x9e22	Safra 2	47	14900	12600	0	10	6	1	3	132	Sim	8082	0.77	0
0x9e2e	Safra 3	47	2700	25200	0	1	0	1	0	0	Nao	13290	0.28	1
0x9e3a	Safra 3	47	7300	0	0	3	1	1	3	19	Sim	13937	0.1	0
0x9e46	Safra 3	47	5600	10700	2	2	0	2	2	2	Nao	6744	0.32	1
0x9e52	Safra 2	47	31600	53400	0	2	0	0	2	8	Nao	3678	0.11	0
0x9e5e	Safra 2	47	20900	46900	0	2	0	0	1	1	Nao	6643	0.28	1
0x9e6a	Safra 2	47	9400	19900	0	1	0	0	0	0	Sim	9088	0.41	1
0x9e76	Safra 2	47	3300	0	1	3	0	1	2	17	Sim	17070	0.02	1
0x9e82	Safra 2	47	3400	0	0	4	0	1	1	3	Nao	19003	0.56	1
0x9e8e	Safra 2	47	6900	0	0	3	1	2	5	44	Sim	13070	0.65	1
0x9e9a	Safra 3	47	8900	800	3	5	1	2	3	43	Sim	23019	0.02	1
0x9ea6	Safra 2	47	3200	63400	0	2	0	1	6	9	Sim	20900	0.07	0
0x9eb2	Safra 3	47	2600	98800	13	2	0	1	1	4	Nao	2966	0.01	1
0x9eb9	Safra 1	47	7400	100	0	1	0	1	0	0	Nao	0	0	1
0x9ebe	Safra 1	47	1900	0	0	1	0	1	0	0	Nao	13205	0.03	1
0x9eca	Safra 3	47	10600	0	0	2	0	1	2	5	Sim	8431	0.21	1
0x9ed6	Safra 1	47	6400	22400	3	4	0	1	4	12	Nao	16057	0.46	1
0x9ee2	Safra 2	47	6300	35400	0	3	0	3	3	14	Sim	10587	0.33	1
0x9eee	Safra 3	47	14000	83100	2	2	0	1	2	5	Sim	12572	0.56	1
0x9efa	Safra 3	47	2600	0	0	1	0	1	0	0	Nao	5549	0	1
0x9f06	Safra 2	47	4100	0	1	3	1	2	4	32	Sim	8447	0.76	1
0x9f12	Safra 3	47	18600	42300	3	12	1	3	4	29	Sim	25124	0.21	1
0x9f1e	Safra 1	47	7000	5300	0	2	0	1	2	5	Sim	19944	0.19	1
0x9f2a	Safra 3	47	12200	70700	3	2	0	1	1	4	Nao	17992	0.73	1
0x9f36	Safra 2	47	15900	2900	0	1	0	1	0	0	Nao	3681	0.27	1
0x9f42	Safra 1	47	8900	0	0	4	1	0	2	21	Sim	18476	0.56	1
0x9f4e	Safra 1	47	15900	40300	0	1	0	1	0	0	Nao	1172	0.57	1
0x9f5a	Safra 3	47	14600	20400	0	2	0	0	2	8	Sim	16238	0.63	1
0x9f66	Safra 2	47	5100	3900	1	3	0	1	3	12	Nao	3058	0.18	1
0x9f72	Safra 2	47	6400	22400	3	2	0	2	1	2	Sim	13450	0.03	0
0x9f77	Safra 3	47	21100	67000	0	1	0	1	0	0	Nao	4079	0.34	1
0x9f78	Safra 1	47	10100	18500	2	5	1	2	4	25	Sim	13074	0.1	1
0x9f7e	Safra 1	47	1400	1600	0	2	0	1	1	7	Nao	3415	0.03	1
0x9f8a	Safra 1	47	9000	2000	3	2	0	2	1	3	Sim	19008	0.16	1
0x9f96	Safra 3	47	20500	19300	0	12	0	1	1	3	Nao	18186	0.07	1
0x9fa2	Safra 3	47	4400	800	1	4	1	2	1	24	Sim	6886	0.05	0
0x9fae	Safra 3	47	10400	71700	1	2	0	1	4	8	Nao	8786	0.27	1
0x9fba	Safra 1	47	5600	112400	0	3	0	1	2	12	Sim	7802	0.17	1
0x9fc6	Safra 1	47	8100	18900	2	3	0	2	4	15	Sim	8534	0.38	1
0x9fd2	Safra 1	47	13700	28100	0	2	0	1	1	7	Nao	7799	0.93	1
0x9fde	Safra 1	47	3200	13000	0	2	0	1	1	7	Sim	14404	0.82	1
0x9fea	Safra 2	47	1800	62900	0	4	0	1	1	1	Sim	13379	0.78	1
0x9ff6	Safra 3	47	3400	0	1	3	0	1	1	8	Sim	19527	0.72	1
0xa002	Safra 1	47	2500	1000	0	1	0	1	1	1	Nao	7670	0.01	1
0xa00e	Safra 1	47	9600	400	0	2	0	1	2	4	Nao	14540	0.02	1
0xa01a	Safra 1	47	13800	61300	3	2	0	3	2	6	Sim	11251	0.5	0
0xa026	Safra 3	47	5600	0	1	6	1	2	4	13	Sim	13494	0.18	1
0xa032	Safra 3	47	6000	0	0	3	1	1	2	20	Sim	21869	0.31	1
0xa03e	Safra 2	47	12100	68800	3	2	0	1	1	3	Sim	17739	0.15	1
0xa042	Safra 2	47	6400	100	0	2	0	1	1	1	Nao	14257	0.7	1
0xa043	Safra 3	47	4900	43000	3	2	0	1	2	2	Sim	13011	0.04	0
0xa04a	Safra 1	47	5700	3800	0	1	0	1	1	1	Nao	15843	0.33	1
0xa056	Safra 3	47	17200	400	0	4	1	2	4	30	Sim	5167	0.22	1
0xa057	Safra 3	47	4300	0	1	2	0	1	1	7	Sim	22275	0.78	1
0xa058	Safra 3	47	15900	159200	0	3	0	0	1	16	Sim	16567	0.79	0
0xa062	Safra 1	47	7600	300	2	7	1	2	1	6	Sim	7922	0.34	1
0xa06e	Safra 2	47	8000	32700	2	1	0	1	0	0	Sim	6601	0.03	0
0xa07a	Safra 2	47	6300	300	1	3	0	2	2	14	Sim	25538	0.55	0
0xa086	Safra 1	47	12700	100	0	3	1	2	1	20	Sim	38736	0	1
0xa092	Safra 2	47	1900	71300	3	4	0	1	1	1	Sim	24247	0.12	0
0xa09e	Safra 2	47	13600	22400	1	6	2	3	4	43	Sim	10414	0.26	0
0xa0aa	Safra 3	47	6700	20400	0	1	0	1	1	1	Sim	15524	0.13	1
0xa0b6	Safra 1	47	5600	0	0	2	0	1	2	4	Nao	18232	0.13	0
0xa0c2	Safra 1	47	9100	3300	3	5	3	2	3	32	Sim	6530	0.2	1
0xa0ce	Safra 3	47	17700	3800	0	3	1	3	3	52	Sim	43449	0.45	1
0xa0d4	Safra 1	47	8900	900	0	4	0	1	1	1	Sim	20097	0.09	1
0xa0d5	Safra 1	47	7900	10600	0	3	1	3	3	20	Sim	21054	0.48	1
0xa0da	Safra 1	47	12400	0	0	3	2	2	1	2	Sim	28315	0.01	1
0xa0e1	Safra 3	47	10500	300	0	1	0	1	0	0	Nao	11986	0.16	0
0xa0e6	Safra 1	47	18700	28600	4	6	2	3	3	29	Sim	22941	0.21	1
0xa0f2	Safra 2	47	4300	1600	1	5	1	2	5	27	Sim	5434	0.39	1
0xa0fe	Safra 1	47	2100	29900	1	9	0	1	4	13	Sim	19023	0.21	1
0xa10a	Safra 1	47	10900	28700	3	1	0	2	0	0	Nao	6137	0.5	1
0xa116	Safra 2	47	5600	700	1	3	1	2	4	78	Sim	4603	0.14	0
0xa122	Safra 2	47	9600	56200	2	3	0	0	2	12	Nao	825	0.62	1
0xa12e	Safra 1	47	3400	1300	0	4	0	1	1	1	Nao	9568	0.14	1
0xa13a	Safra 2	47	5300	400	0	1	0	1	0	0	Nao	4838	0.52	1
0xa146	Safra 3	47	5300	0	1	3	1	2	2	24	Sim	24131	0.25	1
0xa152	Safra 1	47	3600	200	0	2	0	1	2	3	Nao	8227	0.07	1
0xa15e	Safra 3	47	9300	39400	0	4	0	0	2	12	Sim	18389	0.93	0
0xa16a	Safra 1	47	10300	100	1	2	0	2	2	3	Sim	17374	0.59	1
0xa176	Safra 1	47	4300	0	1	4	0	2	2	4	Sim	17891	0.17	1
0xa182	Safra 2	47	21200	57800	7	5	1	6	3	43	Sim	35523	0.31	1
0xa18e	Safra 3	47	3600	0	0	3	0	1	5	15	Nao	3141	0.15	1
0xa19a	Safra 1	47	3700	1100	1	1	0	1	0	0	Nao	1400	0.36	1
0xa1a6	Safra 1	47	16900	0	2	5	2	2	9	45	Sim	8537	0.32	0
0xa1b2	Safra 1	47	13300	0	0	5	1	1	9	78	Sim	3793	0.16	1
0xa1be	Safra 2	47	9300	10700	4	3	1	5	4	44	Sim	23681	0.33	1
0xa1ca	Safra 3	47	12600	4400	2	2	0	1	3	9	Nao	12763	0.38	1
0xa1d6	Safra 2	47	7700	11400	0	4	0	1	2	6	Sim	11257	0.16	1
0xa1e2	Safra 1	47	4500	0	1	3	0	1	5	16	Sim	21982	0.35	1
0xa1ee	Safra 3	47	19700	18200	1	5	1	2	2	51	Sim	6580	0.19	0
0xa1fa	Safra 1	47	11500	92300	9	3	0	1	3	17	Nao	4905	0.17	1
0xa206	Safra 1	47	5700	6700	0	2	0	1	3	3	Nao	9490	0.09	1
0xa212	Safra 3	47	18800	75500	2	2	0	0	1	3	Nao	10164	0.79	1
0xa21e	Safra 1	47	10900	32600	4	7	3	3	2	33	Sim	28427	0.1	1
0xa22a	Safra 3	47	4100	900	1	8	1	2	3	46	Sim	19072	0.16	1
0xa236	Safra 1	47	6300	0	0	6	1	2	2	29	Sim	24865	0.02	1
0xa242	Safra 2	47	10500	9400	0	4	0	3	2	2	Nao	13544	0.21	0
0xa24e	Safra 2	47	18200	76500	8	2	0	3	1	6	Sim	23283	0.07	1
0xa25a	Safra 2	47	2700	100	0	4	0	1	0	0	Sim	13415	0.08	1
0xa266	Safra 1	47	3500	0	0	1	0	1	0	0	Sim	15810	0.34	1
0xa272	Safra 3	47	17400	700	2	6	1	2	2	23	Sim	8898	0.06	1
0xa27e	Safra 2	47	4000	1200	0	1	0	1	0	0	Nao	9528	0.1	1
0xa28a	Safra 2	47	6900	0	0	4	0	1	1	2	Nao	11815	0.08	1
0xa296	Safra 1	47	7400	0	1	3	1	2	4	30	Sim	61129	0.31	1
0xa29c	Safra 2	47	18000	36100	3	8	1	2	2	38	Sim	34404	0.55	0
0xa29d	Safra 1	47	30700	100	0	3	1	1	3	63	Sim	3247	0.06	1
0xa2a2	Safra 1	47	12400	2100	0	4	1	1	1	28	Sim	11118	0.52	0
0xa2ae	Safra 2	47	12900	19200	0	3	1	1	2	24	Sim	3877	0.34	1
0xa2ba	Safra 2	47	4000	8800	2	3	1	2	2	27	Sim	9740	0.04	1
0xa2c6	Safra 1	47	10900	68800	0	2	0	3	1	1	Nao	12086	0.18	1
0xa2d2	Safra 1	47	14100	26000	0	1	0	1	0	0	Nao	4807	0.84	1
0xa2de	Safra 3	47	4800	0	1	3	0	2	1	11	Sim	15163	0.14	1
0xa2ea	Safra 2	47	6800	0	0	1	0	1	0	0	Nao	7855	0.4	0
0xa2f6	Safra 2	47	4800	0	0	4	0	1	1	1	Nao	14522	0.02	1
0xa302	Safra 2	47	9400	0	2	3	0	2	3	10	Sim	9470	0.02	0
0xa30e	Safra 2	47	1900	0	1	1	0	1	0	0	Sim	10485	0.51	1
0xa31a	Safra 2	47	3900	15800	1	3	0	1	3	18	Sim	19773	0	0
0xa326	Safra 1	47	20700	72000	7	5	2	3	1	4	Sim	8038	0	1
0xa332	Safra 2	47	2200	500	0	2	0	1	4	8	Sim	13253	0.02	1
0xa33e	Safra 2	47	10400	0	0	2	0	2	1	1	Nao	16327	0.12	1
0xa34a	Safra 3	47	8500	0	0	2	0	2	1	8	Sim	17222	0.02	1
0xa356	Safra 2	47	4800	500	2	6	1	2	2	44	Sim	25926	0.8	1
0xa362	Safra 1	47	13300	0	0	3	1	2	2	5	Sim	29515	0.62	0
0xa36e	Safra 3	47	4700	300	1	3	1	2	4	17	Sim	2506	0.3	0
0xa37a	Safra 3	47	6500	0	2	6	2	2	5	5	Sim	8537	0.02	1
0xa386	Safra 3	47	19900	500	0	2	0	1	2	6	Sim	20436	0.23	1
0xa392	Safra 3	47	10600	3000	0	5	3	2	1	41	Sim	26213	0.4	1
0xa39e	Safra 3	47	11200	100	2	2	0	2	1	7	Sim	35111	0.59	1
0xa3aa	Safra 1	47	4000	100	1	3	0	2	3	14	Sim	25849	0.03	1
0xa3b6	Safra 3	47	15900	0	0	3	1	0	4	24	Nao	11406	0.12	0
0xa3c2	Safra 2	47	13600	23000	0	2	0	1	1	6	Nao	16599	0.1	1
0xa3ce	Safra 2	47	9700	46000	5	7	1	3	2	49	Sim	22602	0.49	1
0xa3da	Safra 1	47	7100	1400	2	3	0	2	2	18	Sim	22719	0	1
0xa3e6	Safra 3	47	6200	500	0	3	0	1	2	11	Sim	31559	0.5	1
0xa3f2	Safra 1	47	9500	2700	0	2	0	1	3	6	Sim	2377	0.45	1
0xa3fe	Safra 1	47	8300	11000	3	7	1	2	2	44	Sim	77381	0.04	1
0xa40a	Safra 1	47	2300	9400	0	3	0	0	1	15	Nao	15857	0.06	1
0xa416	Safra 1	47	8600	4600	0	1	0	1	0	0	Nao	12646	0.61	1
0xa41b	Safra 2	47	3500	7700	1	2	0	1	1	9	Nao	6802	0.07	1
0xa41c	Safra 1	47	6000	0	1	3	0	2	3	15	Sim	11767	0.73	0
0xa422	Safra 3	47	1600	100	0	2	0	1	2	4	Nao	17759	0.81	1
0xa42e	Safra 3	47	4000	1600	0	2	0	1	2	2	Sim	5220	0.03	1
0xa43a	Safra 1	47	3200	1100	0	5	2	1	1	1	Sim	18093	0.06	0
0xa446	Safra 2	47	7100	900	0	3	0	1	2	10	Sim	23716	0.78	1
0xa452	Safra 3	47	3000	200	0	1	0	0	1	1	Sim	5290	0.06	1
0xa45e	Safra 1	47	17000	2900	0	6	1	1	13	55	Sim	25102	0.23	0
0xa46a	Safra 1	47	9800	33400	0	4	0	1	1	17	Sim	10992	0.56	1
0xa476	Safra 2	47	2700	53200	0	2	0	1	2	4	Nao	8474	0.7	0
0xa482	Safra 1	47	2100	14800	2	2	0	1	1	2	Nao	7055	0.59	1
0xa48e	Safra 1	47	12600	10100	0	1	0	1	1	1	Sim	20025	0.54	0
0xa49a	Safra 1	47	11600	1300	3	6	1	5	4	31	Sim	37769	0.05	1
0xa4a6	Safra 1	47	20500	67400	7	3	1	3	2	18	Sim	15261	0.11	1
0xa4b2	Safra 1	47	9800	0	2	3	2	2	2	45	Sim	7693	0.15	1
0xa4be	Safra 1	47	6300	1300	2	3	1	2	2	7	Sim	29193	0.18	1
0xa4ca	Safra 3	47	5300	4700	1	3	1	2	5	76	Sim	29328	0.35	1
0xa4d6	Safra 2	47	13900	53600	0	2	0	1	1	1	Nao	11158	0.32	1
0xa4e2	Safra 1	47	14200	65600	5	9	3	3	2	17	Sim	41701	0.46	1
0xa4ee	Safra 2	47	4500	4900	2	2	0	1	1	1	Nao	200	0.07	1
0xa4fa	Safra 1	47	7400	15800	1	1	0	1	0	0	Nao	15076	0.06	1
0xa4ff	Safra 3	47	19900	4500	0	2	0	1	2	6	Sim	20436	0.13	1
0xa500	Safra 1	47	7800	300	0	1	0	1	0	0	Nao	0	0	0
0xa506	Safra 3	47	9900	600	0	3	2	1	2	80	Sim	10990	0.05	1
0xa512	Safra 3	47	8800	1800	1	9	3	2	3	33	Sim	44240	0.53	1
0xa51e	Safra 2	47	7300	120500	1	2	0	2	1	2	Sim	20684	0.29	1
0xa52a	Safra 2	47	2800	3100	0	3	0	1	3	15	Sim	15393	0.73	1
0xa536	Safra 1	47	3000	1900	0	2	0	0	1	1	Nao	10225	0.76	1
0xa542	Safra 2	47	6800	4100	0	2	0	1	2	4	Nao	5485	0	1
0xa54e	Safra 2	47	4500	0	0	2	0	1	2	3	Sim	21303	0.08	1
0xa551	Safra 3	47	7100	600	2	3	2	2	6	81	Sim	12772	0.24	0
0xa552	Safra 2	47	3800	700	1	3	0	1	2	16	Sim	8933	0.13	1
0xa55a	Safra 1	47	4600	200	1	3	0	1	3	11	Nao	10471	0.81	0
0xa566	Safra 3	47	5100	0	0	2	0	1	2	2	Nao	4694	0.12	1
0xa572	Safra 1	47	15600	158300	0	4	0	0	2	12	Sim	825	0.84	1
0xa57e	Safra 3	47	15600	4500	0	4	0	1	1	6	Sim	20726	0.46	1
0xa580	Safra 2	47	15500	0	0	3	0	1	5	14	Nao	17745	0.9	1
0xa581	Safra 3	47	10200	0	0	3	2	2	8	47	Sim	35220	0.78	1
0xa58a	Safra 2	47	17100	92100	6	2	0	1	3	4	Nao	11797	0.07	1
0xa596	Safra 2	47	7400	12100	0	1	0	1	0	0	Nao	13788	0.64	1
0xa5a2	Safra 2	47	17500	165200	1	7	1	2	6	57	Sim	11486	0.09	1
0xa5ae	Safra 1	47	8300	39500	0	1	0	1	1	1	Nao	17719	0.34	1
0xa5ba	Safra 2	47	11900	3300	0	3	0	1	2	16	Nao	8234	0.91	1
0xa5c6	Safra 1	47	10600	1900	0	5	1	1	4	33	Sim	11085	0.87	1
0xa5d2	Safra 3	47	9900	100	0	5	2	1	2	2	Nao	461	0.37	1
0xa5de	Safra 2	47	4400	0	0	4	1	2	3	28	Sim	23965	0.26	1
0xa5e4	Safra 2	47	9100	28700	3	4	0	1	0	0	Nao	6629	0.45	0
0xa5e5	Safra 2	47	5900	0	1	6	1	2	5	40	Sim	13290	0.71	1
0xa5ea	Safra 3	47	2700	84500	0	3	1	1	3	24	Sim	17070	0.32	1
0xa5f6	Safra 1	47	20300	87000	6	1	0	1	0	0	Nao	5147	0.35	1
0xa602	Safra 3	47	8100	37700	4	2	0	1	2	4	Nao	568	0.01	1
0xa60e	Safra 1	47	5700	6700	2	2	0	1	3	4	Nao	5659	0.02	1
0xa61a	Safra 3	47	11500	0	0	4	0	1	2	14	Sim	14371	0	1
0xa626	Safra 2	47	4200	500	1	3	1	1	5	23	Sim	28284	0.76	1
0xa632	Safra 1	47	24400	300	1	3	1	3	3	19	Sim	22904	0	1
0xa63e	Safra 1	47	12600	3000	0	4	1	1	3	19	Sim	5078	0.06	0
0xa64a	Safra 3	47	13600	69000	7	6	2	3	3	41	Sim	10413	0.42	0
0xa656	Safra 1	47	2700	500	0	1	0	1	0	0	Nao	5507	0.02	1
0xa65a	Safra 3	47	6200	11200	0	4	0	3	2	2	Sim	10262	0.46	1
0xa65b	Safra 2	47	5300	0	0	3	1	1	3	19	Nao	6833	0.37	1
0xa662	Safra 2	47	6900	4300	3	4	1	2	4	27	Sim	7413	0.26	1
0xa66e	Safra 2	47	1300	400	1	2	0	2	3	9	Nao	12363	0.6	1
0xa67a	Safra 1	47	8900	2200	0	2	0	1	1	7	Nao	7660	0.1	1
0xa686	Safra 1	47	6100	2700	0	4	0	1	1	12	Sim	13883	0.44	1
0xa692	Safra 1	47	2300	0	0	4	0	3	3	6	Sim	18830	0.53	1
0xa69e	Safra 1	47	8000	11500	3	3	1	3	1	49	Sim	27759	0.43	1
0xa6aa	Safra 2	47	3500	200	2	4	0	2	0	0	Sim	12559	0.37	0
0xa6b6	Safra 3	47	9100	0	1	5	1	2	6	52	Sim	13691	0.02	1
0xa6c2	Safra 1	48	15300	18500	0	4	3	1	3	9	Sim	36756	0.7	1
0xa6ce	Safra 2	48	2400	0	1	1	0	2	0	0	Nao	16680	0.36	1
0xa6da	Safra 3	48	7000	0	1	5	1	2	13	51	Sim	24106	0.84	1
0xa6e6	Safra 2	48	16700	38800	0	1	0	0	0	0	Nao	17345	0.96	1
0xa6f2	Safra 2	48	5200	700	0	2	0	3	5	10	Sim	18879	0.26	1
0xa6fe	Safra 2	48	10300	12500	2	3	1	2	2	42	Sim	24751	0.39	0
0xa70a	Safra 1	48	5200	0	0	2	0	0	1	1	Sim	16966	0.43	1
0xa716	Safra 1	48	8100	100	0	2	0	3	2	4	Nao	9103	0.11	1
0xa722	Safra 3	48	5100	400	0	2	0	1	1	3	Sim	27868	0.08	1
0xa72e	Safra 1	48	19100	18500	1	5	2	2	6	53	Sim	28006	0.66	1
0xa73a	Safra 2	48	8500	300	1	2	0	2	2	9	Sim	9134	0.23	1
0xa746	Safra 1	48	12100	600	0	4	1	1	3	26	Sim	22564	0.14	1
0xa749	Safra 2	48	6600	0	2	6	4	4	4	62	Sim	14749	0.22	1
0xa74a	Safra 2	48	11400	300	0	7	2	1	2	34	Sim	25055	0.16	1
0xa752	Safra 2	48	4800	200	1	2	0	1	1	4	Sim	6186	0.03	0
0xa75e	Safra 1	48	6600	100	2	6	0	2	2	16	Sim	22986	0.16	1
0xa76a	Safra 2	48	11100	2900	0	4	0	3	1	1	Sim	8962	0.38	1
0xa776	Safra 1	48	5900	200	1	2	0	2	2	2	Sim	18828	0.03	0
0xa782	Safra 1	48	8800	0	3	7	4	3	2	47	Sim	4393	0.78	0
0xa78e	Safra 3	48	13600	81300	0	1	0	0	0	0	Nao	15661	0.15	0
0xa79a	Safra 3	48	7300	13500	0	2	0	1	1	1	Sim	2242	0.04	1
0xa7a6	Safra 2	48	7100	900	2	5	2	2	2	81	Sim	13494	0.22	1
0xa7b2	Safra 3	48	3200	23800	0	4	0	1	3	12	Sim	24269	0.98	1
0xa7b9	Safra 2	48	7400	3500	2	7	1	2	2	38	Sim	37482	0.07	1
0xa7be	Safra 3	48	11300	7900	1	5	2	2	3	5	Sim	27970	0.39	1
0xa7ca	Safra 2	48	6900	44800	0	3	2	1	2	2	Nao	10738	0.16	1
0xa7d6	Safra 1	48	9000	100	1	5	1	2	2	8	Sim	41235	0.28	1
0xa7da	Safra 2	48	8800	2600	1	3	0	2	3	11	Sim	24883	0.6	1
0xa7db	Safra 2	48	14700	98600	11	4	0	6	1	1	Nao	7369	0.02	1
0xa7e2	Safra 2	48	3500	0	0	3	1	1	1	19	Sim	26852	0.63	1
0xa7ee	Safra 3	48	4000	100	0	1	0	0	0	0	Nao	0	0	1
0xa7fa	Safra 2	48	10100	27000	4	3	1	3	2	25	Sim	5382	0.2	1
0xa806	Safra 2	48	8900	3100	0	3	1	1	2	23	Sim	10667	0.31	1
0xa812	Safra 1	48	7500	200	0	4	0	1	1	1	Nao	17224	0.38	1
0xa81e	Safra 2	48	7600	8300	1	3	0	1	3	12	Nao	3894	0.84	1
0xa82a	Safra 3	48	3800	100	1	3	1	2	2	24	Sim	24735	0.59	1
0xa836	Safra 1	48	2500	200	0	3	0	1	3	11	Nao	6351	0.65	1
0xa842	Safra 2	48	6000	200	0	2	0	0	2	2	Nao	554	0.18	1
0xa84e	Safra 2	48	3900	0	1	2	0	1	2	2	Sim	18832	0.04	0
0xa85a	Safra 3	48	11100	2000	0	4	0	0	3	5	Nao	9214	0.6	1
0xa866	Safra 1	48	8300	1100	0	2	0	1	1	1	Nao	11355	0.04	1
0xa872	Safra 1	48	3700	0	1	1	0	1	1	1	Nao	15851	0.57	1
0xa87e	Safra 1	48	5900	100	1	6	1	3	4	50	Sim	44879	0.53	1
0xa88a	Safra 1	48	15300	0	1	5	1	2	8	65	Sim	12645	0.26	0
0xa896	Safra 3	48	2300	0	0	1	0	3	0	0	Nao	5546	0.08	1
0xa8a2	Safra 2	48	15500	0	0	6	1	1	2	35	Sim	7813	0	1
0xa8ae	Safra 2	48	10900	0	0	1	0	1	0	0	Nao	9531	0.9	0
0xa8ba	Safra 3	48	13400	1600	0	2	0	1	3	7	Nao	9862	0.36	1
0xa8c6	Safra 1	48	17900	16900	0	1	0	0	0	0	Nao	5028	0.24	1
0xa8d2	Safra 3	48	10900	200	0	1	0	1	0	0	Nao	0	0	1
0xa8de	Safra 2	48	5400	3100	0	2	0	1	1	1	Sim	27028	0.71	1
0xa8ea	Safra 3	48	13700	44900	0	1	0	1	0	0	Nao	12001	0.45	1
0xa8f6	Safra 1	48	8200	0	0	2	0	1	1	4	Sim	8702	0.4	1
0xa902	Safra 2	48	11500	6300	0	3	0	1	2	17	Sim	24500	0.32	1
0xa90e	Safra 1	48	3500	0	1	3	0	2	3	11	Sim	10332	0.71	1
0xa91a	Safra 1	48	4300	16400	2	1	0	2	0	0	Nao	3513	0.03	0
0xa926	Safra 2	48	4400	0	2	4	0	2	1	1	Sim	13289	0.04	1
0xa932	Safra 2	48	2600	101200	0	2	0	1	2	3	Nao	4864	0.48	1
0xa93e	Safra 3	48	18900	5600	0	3	2	2	2	55	Sim	9617	0.08	1
