id_titulo	categoria	qtde_paginas	edicao	tipo_capa	densidade_papel	cor	ano	preco
15219	Historia	268	Reedicao	Flexivel	Baixa	Preto	2021-2023	26.89
15220	Artes	478	Reedicao	Dura	Alta	Preto	2018-2020	77.29
15221	Gestao	232	Reedicao	Flexivel	Baixa	Preto	2018-2020	34.53
15222	Infantil	475	Reedicao	Flexivel	Baixa	Preto	2021-2023	67.59
15223	Historia	296	Original	Flexivel	Baixa	Preto	2018-2020	44.05
15224	Infantil	377	Reedicao	Dura	Baixa	Preto	Até 2017	42.26
15225	Literatura	331	Original	Flexivel	Baixa	Preto	Até 2017	42.65
15226	Autoajuda	385	Reedicao	Flexivel	Baixa	Preto	2021-2023	49.29
15227	Gestao	466	Original	Flexivel	Baixa	Cores	2018-2020	58.47
15228	Literatura	342	Original	Flexivel	Alta	Preto	Até 2017	46.97
15229	Historia	162	Original	Flexivel	Baixa	Preto	2018-2020	18.65
15230	Literatura	452	Reedicao	Flexivel	Baixa	Preto	2018-2020	56.32
15231	Historia	235	Reedicao	Flexivel	Alta	Preto	Até 2017	35.35
15232	Infantil	396	Original	Flexivel	Alta	Preto	2021-2023	70.22
15233	Culinaria	839	Reedicao	Flexivel	Baixa	Preto	2018-2020	79.88
15234	Biografia	872	Reedicao	Dura	Baixa	Preto	Até 2017	100.62
15235	Gestao	400	Original	Flexivel	Baixa	Preto	2018-2020	43.19
15236	Literatura	405	Reedicao	Dura	Baixa	Preto	Até 2017	74.13
15237	Gestao	258	Reedicao	Flexivel	Baixa	Preto	Até 2017	26.12
15238	Viagem	335	Original	Dura	Baixa	Preto	2018-2020	65.89
15239	Literatura	527	Original	Flexivel	Alta	Preto	2018-2020	74.70
15240	Gestao	294	Reedicao	Dura	Baixa	Preto	Até 2017	43.00
15241	Espiritualidade	397	Reedicao	Flexivel	Baixa	Preto	2018-2020	47.23
15242	Artes	360	Reedicao	Dura	Baixa	Preto	2021-2023	91.15
15243	Viagem	502	Reedicao	Flexivel	Baixa	Preto	2018-2020	54.21
15244	Ciencias	472	Original	Flexivel	Baixa	Preto	Até 2017	58.46
15245	Literatura	330	Original	Flexivel	Alta	Preto	Até 2017	54.95
15246	Ciencias	224	Original	Flexivel	Baixa	Preto	2021-2023	43.58
15247	Ciencias	445	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.29
15248	Ciencias	500	Reedicao	Flexivel	Baixa	Preto	Até 2017	71.20
15249	Ciencias	231	Reedicao	Flexivel	Baixa	Preto	2018-2020	30.42
15250	Espiritualidade	281	Reedicao	Flexivel	Baixa	Preto	2021-2023	27.81
15251	Biografia	94	Reedicao	Flexivel	Baixa	Cores	2018-2020	50.97
15252	Artes	273	Reedicao	Flexivel	Alta	Cores	2018-2020	49.40
15253	Infantil	390	Original	Flexivel	Baixa	Preto	2021-2023	36.57
15254	Literatura	185	Reedicao	Flexivel	Baixa	Preto	Até 2017	32.44
15255	Espiritualidade	172	Reedicao	Flexivel	Baixa	Preto	2021-2023	30.84
15256	Ciencias	392	Reedicao	Flexivel	Baixa	Preto	2018-2020	48.35
15257	Autoajuda	579	Reedicao	Flexivel	Baixa	Preto	Até 2017	54.05
15258	Culinaria	238	Original	Flexivel	Baixa	Cores	2018-2020	39.18
15259	Infantil	582	Original	Flexivel	Alta	Preto	2018-2020	57.54
15260	Historia	132	Reedicao	Flexivel	Baixa	Preto	2018-2020	32.69
15261	Autoajuda	292	Original	Flexivel	Alta	Preto	2018-2020	22.25
15262	Autoajuda	225	Original	Flexivel	Baixa	Preto	Até 2017	49.89
15263	Historia	202	Original	Flexivel	Baixa	Preto	Até 2017	23.53
15264	Culinaria	274	Original	Flexivel	Baixa	Preto	Até 2017	25.71
15265	Infantil	412	Reedicao	Dura	Baixa	Preto	2018-2020	79.26
15266	Artes	628	Reedicao	Dura	Baixa	Cores	2018-2020	87.33
15267	Autoajuda	376	Reedicao	Flexivel	Alta	Preto	2021-2023	65.35
15268	Literatura	216	Original	Flexivel	Baixa	Preto	2018-2020	29.51
15269	Autoajuda	204	Reedicao	Flexivel	Baixa	Preto	2021-2023	26.41
15270	Biografia	574	Reedicao	Flexivel	Baixa	Preto	2018-2020	51.57
15271	Historia	465	Original	Flexivel	Alta	Preto	Até 2017	42.91
15272	Infantil	496	Reedicao	Flexivel	Baixa	Cores	2021-2023	80.29
15273	Ciencias	455	Reedicao	Dura	Alta	Preto	Até 2017	65.75
15274	Autoajuda	332	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.30
15275	Autoajuda	223	Reedicao	Flexivel	Alta	Preto	2021-2023	34.38
15276	Infantil	365	Reedicao	Flexivel	Baixa	Preto	2021-2023	47.30
15277	Ciencias	460	Reedicao	Flexivel	Baixa	Preto	2018-2020	63.95
15278	Infantil	388	Original	Dura	Baixa	Preto	2021-2023	58.27
15279	Ciencias	585	Original	Flexivel	Baixa	Cores	Até 2017	83.74
15280	Espiritualidade	258	Reedicao	Flexivel	Alta	Preto	2021-2023	42.50
15281	Autoajuda	237	Original	Flexivel	Baixa	Preto	2018-2020	18.44
15282	Infantil	196	Reedicao	Flexivel	Baixa	Cores	2021-2023	56.63
15283	Espiritualidade	308	Reedicao	Flexivel	Baixa	Preto	Até 2017	22.46
15284	Literatura	683	Reedicao	Dura	Alta	Preto	Até 2017	80.19
15285	Culinaria	292	Original	Dura	Baixa	Preto	Até 2017	36.06
15286	Gestao	268	Reedicao	Flexivel	Baixa	Preto	Até 2017	23.89
15287	Culinaria	265	Reedicao	Dura	Alta	Cores	2018-2020	51.48
15288	Autoajuda	357	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.59
15289	Infantil	566	Original	Dura	Alta	Preto	2018-2020	59.94
15290	Culinaria	442	Reedicao	Dura	Alta	Preto	2018-2020	73.84
15291	Espiritualidade	287	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.60
15292	Biografia	374	Reedicao	Flexivel	Baixa	Preto	2018-2020	84.62
15293	Universitario	600	Reedicao	Dura	Baixa	Cores	2018-2020	116.43
15294	Autoajuda	205	Reedicao	Flexivel	Baixa	Preto	Até 2017	15.28
15295	Literatura	111	Reedicao	Flexivel	Alta	Preto	2021-2023	41.79
15296	Gestao	178	Original	Flexivel	Baixa	Preto	Até 2017	30.94
15297	Ciencias	332	Original	Flexivel	Baixa	Preto	Até 2017	44.38
15298	Universitario	441	Original	Dura	Baixa	Preto	Até 2017	91.69
15299	Ciencias	255	Original	Flexivel	Baixa	Preto	2018-2020	53.47
15300	Culinaria	502	Reedicao	Dura	Alta	Preto	Até 2017	70.19
15301	Literatura	663	Reedicao	Flexivel	Baixa	Cores	2021-2023	71.19
15302	Literatura	707	Original	Flexivel	Alta	Preto	Até 2017	84.56
15303	Universitario	578	Reedicao	Flexivel	Baixa	Cores	2021-2023	89.83
15304	Artes	333	Original	Dura	Alta	Preto	2018-2020	70.32
15305	Espiritualidade	555	Reedicao	Dura	Baixa	Preto	2018-2020	70.59
15306	Gestao	255	Reedicao	Flexivel	Baixa	Preto	2021-2023	33.06
15307	Literatura	198	Original	Flexivel	Alta	Cores	2021-2023	50.79
15308	Infantil	434	Reedicao	Flexivel	Alta	Preto	2021-2023	69.06
15309	Viagem	538	Reedicao	Flexivel	Baixa	Cores	Até 2017	50.56
15310	Autoajuda	498	Reedicao	Dura	Alta	Preto	2018-2020	71.70
15311	Literatura	402	Reedicao	Dura	Baixa	Preto	Até 2017	63.36
15312	Historia	357	Original	Flexivel	Baixa	Preto	Até 2017	41.77
15313	Espiritualidade	535	Reedicao	Flexivel	Baixa	Preto	2021-2023	47.21
15314	Gestao	260	Reedicao	Flexivel	Baixa	Preto	2018-2020	45.69
15315	Gestao	585	Reedicao	Flexivel	Alta	Preto	Até 2017	77.17
15316	Historia	311	Original	Flexivel	Baixa	Preto	2021-2023	46.10
15317	Ciencias	601	Original	Flexivel	Alta	Preto	Até 2017	59.85
15318	Literatura	532	Original	Flexivel	Alta	Preto	Até 2017	37.85
15319	Literatura	420	Original	Flexivel	Baixa	Preto	Até 2017	41.70
15320	Infantil	132	Reedicao	Flexivel	Baixa	Preto	2018-2020	35.98
15321	Viagem	420	Reedicao	Dura	Baixa	Cores	2018-2020	83.57
15322	Literatura	214	Reedicao	Dura	Baixa	Preto	2021-2023	47.64
15323	Universitario	418	Reedicao	Dura	Alta	Preto	2021-2023	99.35
15324	Gestao	445	Reedicao	Flexivel	Baixa	Cores	Até 2017	53.21
15325	Literatura	528	Reedicao	Dura	Baixa	Preto	Até 2017	79.38
15326	Ciencias	626	Reedicao	Flexivel	Baixa	Preto	Até 2017	68.90
15327	Gestao	512	Reedicao	Flexivel	Baixa	Preto	Até 2017	54.92
15328	Ciencias	584	Reedicao	Dura	Alta	Cores	2018-2020	94.70
15329	Biografia	435	Original	Flexivel	Baixa	Preto	Até 2017	67.69
15330	Ciencias	301	Reedicao	Flexivel	Baixa	Preto	2018-2020	68.39
15331	Culinaria	788	Reedicao	Flexivel	Baixa	Preto	Até 2017	78.78
15332	Historia	444	Original	Flexivel	Baixa	Preto	Até 2017	36.84
15333	Infantil	302	Original	Flexivel	Baixa	Cores	Até 2017	47.16
15334	Ciencias	268	Original	Flexivel	Baixa	Preto	2018-2020	48.40
15335	Autoajuda	410	Original	Flexivel	Alta	Preto	Até 2017	40.23
15336	Gestao	337	Reedicao	Dura	Alta	Preto	2018-2020	50.46
15337	Biografia	311	Reedicao	Flexivel	Baixa	Preto	2018-2020	67.19
15338	Biografia	740	Reedicao	Dura	Baixa	Preto	2018-2020	97.15
15339	Literatura	401	Reedicao	Flexivel	Alta	Preto	2018-2020	67.98
15340	Gestao	721	Reedicao	Flexivel	Alta	Preto	2018-2020	84.76
15341	Artes	621	Original	Flexivel	Baixa	Preto	2018-2020	96.60
15342	Autoajuda	417	Reedicao	Flexivel	Baixa	Preto	2021-2023	53.54
15343	Ciencias	248	Original	Flexivel	Baixa	Preto	2021-2023	69.81
15344	Gestao	697	Original	Dura	Baixa	Preto	Até 2017	75.32
15345	Literatura	418	Original	Flexivel	Baixa	Preto	2021-2023	64.10
15346	Culinaria	201	Reedicao	Dura	Baixa	Preto	2018-2020	40.81
15347	Historia	60	Reedicao	Flexivel	Baixa	Preto	2021-2023	22.66
15348	Autoajuda	254	Reedicao	Flexivel	Baixa	Preto	2018-2020	45.06
15349	Ciencias	399	Reedicao	Dura	Alta	Preto	Até 2017	56.45
15350	Autoajuda	488	Original	Flexivel	Alta	Preto	2018-2020	62.71
15351	Infantil	327	Reedicao	Flexivel	Alta	Cores	Até 2017	55.61
15352	Culinaria	332	Reedicao	Dura	Baixa	Preto	Até 2017	60.85
15353	Artes	433	Original	Dura	Alta	Preto	2018-2020	58.76
15354	Biografia	253	Original	Flexivel	Baixa	Preto	Até 2017	58.60
15355	Literatura	807	Original	Dura	Baixa	Cores	Até 2017	118.75
15356	Autoajuda	293	Original	Flexivel	Baixa	Preto	Até 2017	20.92
15357	Autoajuda	92	Reedicao	Dura	Baixa	Preto	2018-2020	19.90
15358	Infantil	610	Original	Flexivel	Baixa	Preto	Até 2017	74.07
15359	Gestao	342	Reedicao	Flexivel	Baixa	Preto	Até 2017	19.38
15360	Historia	318	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.37
15361	Culinaria	444	Reedicao	Dura	Alta	Preto	Até 2017	80.86
15362	Infantil	332	Original	Dura	Baixa	Cores	2018-2020	53.81
15363	Infantil	302	Reedicao	Flexivel	Baixa	Cores	2018-2020	23.06
15364	Universitario	701	Original	Flexivel	Baixa	Preto	2021-2023	127.39
15365	Literatura	454	Reedicao	Flexivel	Baixa	Cores	2021-2023	73.29
15366	Autoajuda	391	Original	Dura	Baixa	Preto	Até 2017	43.53
15367	Biografia	348	Reedicao	Flexivel	Baixa	Preto	Até 2017	55.46
15368	Universitario	401	Original	Flexivel	Baixa	Preto	Até 2017	82.80
15369	Culinaria	360	Reedicao	Flexivel	Baixa	Preto	2018-2020	67.39
15370	Biografia	420	Reedicao	Dura	Alta	Preto	2021-2023	79.41
15371	Biografia	506	Original	Flexivel	Baixa	Preto	2018-2020	64.97
15372	Gestao	94	Reedicao	Flexivel	Baixa	Preto	2021-2023	37.99
15373	Ciencias	312	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.39
15374	Culinaria	372	Reedicao	Dura	Baixa	Preto	Até 2017	52.30
15375	Artes	336	Original	Dura	Baixa	Preto	2021-2023	48.82
15376	Culinaria	301	Reedicao	Flexivel	Baixa	Preto	2021-2023	49.61
15377	Viagem	400	Reedicao	Dura	Baixa	Cores	2021-2023	58.15
15378	Infantil	252	Reedicao	Flexivel	Alta	Cores	2018-2020	42.54
15379	Infantil	325	Reedicao	Dura	Alta	Cores	Até 2017	46.54
15380	Gestao	195	Reedicao	Flexivel	Alta	Preto	2018-2020	35.11
15381	Autoajuda	305	Reedicao	Flexivel	Baixa	Preto	Até 2017	25.55
15382	Gestao	340	Original	Dura	Baixa	Preto	2018-2020	50.28
15383	Historia	252	Reedicao	Flexivel	Baixa	Preto	Até 2017	22.95
15384	Biografia	429	Reedicao	Flexivel	Alta	Preto	2018-2020	69.15
15385	Literatura	480	Original	Dura	Baixa	Preto	Até 2017	72.16
15386	Espiritualidade	519	Original	Flexivel	Baixa	Preto	Até 2017	60.03
15387	Biografia	725	Original	Flexivel	Baixa	Preto	2021-2023	87.72
15388	Literatura	619	Reedicao	Dura	Baixa	Preto	2018-2020	86.91
15389	Espiritualidade	401	Reedicao	Flexivel	Baixa	Preto	Até 2017	36.46
15390	Culinaria	263	Reedicao	Flexivel	Alta	Preto	2018-2020	37.39
15391	Espiritualidade	358	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.45
15392	Espiritualidade	237	Original	Flexivel	Baixa	Preto	2018-2020	27.61
15393	Culinaria	750	Reedicao	Flexivel	Baixa	Cores	Até 2017	102.34
15394	Gestao	323	Reedicao	Flexivel	Baixa	Preto	Até 2017	30.90
15395	Historia	175	Original	Flexivel	Baixa	Preto	2018-2020	35.63
15396	Ciencias	510	Reedicao	Flexivel	Baixa	Preto	2018-2020	59.92
15397	Infantil	496	Original	Dura	Alta	Cores	2021-2023	95.75
15398	Historia	173	Reedicao	Flexivel	Baixa	Preto	2021-2023	49.20
15399	Autoajuda	213	Reedicao	Flexivel	Baixa	Preto	Até 2017	17.52
15400	Literatura	282	Reedicao	Flexivel	Baixa	Preto	Até 2017	31.09
15401	Ciencias	267	Reedicao	Flexivel	Baixa	Preto	2018-2020	48.33
15402	Gestao	201	Reedicao	Flexivel	Baixa	Preto	Até 2017	9.88
15403	Autoajuda	210	Reedicao	Flexivel	Baixa	Cores	2018-2020	23.29
15404	Ciencias	235	Original	Flexivel	Baixa	Preto	2021-2023	44.48
15405	Ciencias	262	Original	Flexivel	Baixa	Preto	2021-2023	63.24
15406	Espiritualidade	255	Original	Flexivel	Baixa	Preto	Até 2017	31.56
15407	Espiritualidade	259	Reedicao	Flexivel	Baixa	Preto	Até 2017	41.18
15408	Gestao	132	Reedicao	Flexivel	Baixa	Cores	2018-2020	21.61
15409	Artes	669	Original	Dura	Baixa	Preto	2021-2023	88.47
15410	Historia	449	Reedicao	Flexivel	Baixa	Preto	2018-2020	35.78
15411	Culinaria	488	Reedicao	Flexivel	Baixa	Preto	2018-2020	54.35
15412	Gestao	432	Reedicao	Flexivel	Baixa	Preto	2021-2023	64.00
15413	Autoajuda	319	Original	Flexivel	Baixa	Preto	2018-2020	39.52
15414	Autoajuda	58	Original	Flexivel	Baixa	Preto	2021-2023	19.35
15415	Gestao	446	Reedicao	Flexivel	Alta	Preto	2021-2023	55.84
15416	Biografia	387	Original	Flexivel	Alta	Preto	2021-2023	57.68
15417	Literatura	385	Reedicao	Flexivel	Baixa	Preto	2018-2020	45.60
15418	Literatura	619	Reedicao	Flexivel	Baixa	Preto	2018-2020	75.43
15419	Gestao	322	Original	Flexivel	Baixa	Preto	Até 2017	37.84
15420	Historia	460	Reedicao	Flexivel	Baixa	Preto	2018-2020	70.48
15421	Ciencias	265	Reedicao	Flexivel	Baixa	Preto	2018-2020	39.53
15422	Infantil	135	Reedicao	Flexivel	Baixa	Cores	Até 2017	14.85
15423	Ciencias	275	Original	Flexivel	Alta	Preto	2018-2020	61.72
15424	Culinaria	392	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.57
15425	Espiritualidade	91	Reedicao	Flexivel	Baixa	Preto	2021-2023	38.49
15426	Literatura	164	Reedicao	Flexivel	Baixa	Preto	Até 2017	30.54
15427	Universitario	532	Original	Dura	Baixa	Preto	Até 2017	87.26
15428	Ciencias	400	Original	Dura	Alta	Preto	2018-2020	48.27
15429	Gestao	207	Reedicao	Flexivel	Baixa	Preto	2018-2020	42.71
15430	Artes	335	Original	Flexivel	Baixa	Preto	2018-2020	48.37
15431	Infantil	360	Reedicao	Flexivel	Baixa	Preto	2018-2020	27.75
15432	Literatura	309	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.55
15433	Artes	432	Reedicao	Dura	Baixa	Cores	2018-2020	71.60
15434	Historia	246	Original	Flexivel	Baixa	Preto	Até 2017	39.92
15435	Literatura	694	Original	Dura	Baixa	Preto	2018-2020	98.49
15436	Literatura	125	Original	Flexivel	Baixa	Preto	Até 2017	36.37
15437	Biografia	185	Reedicao	Dura	Alta	Cores	Até 2017	43.94
15438	Culinaria	295	Reedicao	Dura	Alta	Cores	2021-2023	60.65
15439	Historia	452	Reedicao	Flexivel	Baixa	Preto	2018-2020	67.75
15440	Ciencias	305	Original	Flexivel	Baixa	Preto	Até 2017	15.26
15441	Viagem	296	Reedicao	Dura	Alta	Preto	2021-2023	63.67
15442	Autoajuda	325	Original	Flexivel	Baixa	Preto	2018-2020	18.71
15443	Autoajuda	637	Reedicao	Flexivel	Baixa	Preto	Até 2017	64.54
15444	Espiritualidade	255	Reedicao	Flexivel	Baixa	Preto	Até 2017	29.69
15445	Literatura	252	Reedicao	Flexivel	Baixa	Preto	2021-2023	40.40
15446	Biografia	681	Reedicao	Dura	Alta	Preto	2021-2023	77.96
15447	Ciencias	320	Original	Flexivel	Baixa	Preto	Até 2017	48.53
15448	Gestao	314	Reedicao	Flexivel	Alta	Preto	Até 2017	19.98
15449	Ciencias	213	Original	Flexivel	Baixa	Preto	Até 2017	36.23
15450	Biografia	272	Reedicao	Dura	Alta	Preto	2021-2023	50.72
15451	Espiritualidade	432	Reedicao	Flexivel	Baixa	Cores	Até 2017	68.70
15452	Biografia	510	Original	Dura	Alta	Cores	2021-2023	89.49
15453	Autoajuda	418	Reedicao	Flexivel	Baixa	Preto	2018-2020	52.84
15454	Espiritualidade	282	Original	Flexivel	Baixa	Preto	2021-2023	35.57
15455	Espiritualidade	178	Original	Flexivel	Alta	Cores	Até 2017	34.10
15456	Autoajuda	208	Original	Dura	Alta	Preto	Até 2017	36.10
15457	Infantil	244	Original	Dura	Baixa	Preto	2021-2023	48.22
15458	Infantil	117	Original	Flexivel	Baixa	Preto	2018-2020	27.77
15459	Espiritualidade	277	Reedicao	Flexivel	Baixa	Preto	2018-2020	25.84
15460	Ciencias	617	Reedicao	Dura	Baixa	Preto	Até 2017	85.40
15461	Autoajuda	399	Reedicao	Flexivel	Baixa	Cores	2018-2020	61.66
15462	Universitario	595	Original	Dura	Baixa	Cores	2021-2023	92.28
15463	Gestao	709	Reedicao	Flexivel	Baixa	Preto	2021-2023	82.46
15464	Universitario	598	Reedicao	Dura	Alta	Preto	Até 2017	88.29
15465	Culinaria	267	Reedicao	Flexivel	Baixa	Preto	2018-2020	47.47
15466	Infantil	394	Original	Flexivel	Baixa	Preto	2021-2023	27.95
15467	Gestao	469	Reedicao	Flexivel	Alta	Preto	2018-2020	65.48
15468	Literatura	207	Original	Flexivel	Baixa	Preto	Até 2017	16.05
15469	Infantil	296	Reedicao	Flexivel	Alta	Preto	Até 2017	35.79
15470	Autoajuda	169	Reedicao	Flexivel	Baixa	Preto	2018-2020	5.69
15471	Literatura	95	Original	Flexivel	Baixa	Preto	2021-2023	41.11
15472	Ciencias	231	Reedicao	Flexivel	Baixa	Preto	Até 2017	23.35
15473	Espiritualidade	305	Reedicao	Flexivel	Baixa	Preto	2021-2023	60.75
15474	Literatura	308	Original	Flexivel	Baixa	Preto	Até 2017	45.30
15475	Gestao	368	Reedicao	Flexivel	Baixa	Preto	Até 2017	45.96
15476	Biografia	401	Reedicao	Flexivel	Alta	Preto	2021-2023	64.66
15477	Autoajuda	223	Reedicao	Flexivel	Baixa	Preto	2018-2020	19.18
15478	Espiritualidade	309	Reedicao	Dura	Alta	Preto	2021-2023	46.62
15479	Espiritualidade	288	Original	Flexivel	Baixa	Preto	2018-2020	30.88
15480	Infantil	373	Reedicao	Flexivel	Baixa	Preto	Até 2017	48.09
15481	Gestao	92	Reedicao	Flexivel	Baixa	Preto	2021-2023	-12.39
15482	Ciencias	265	Reedicao	Flexivel	Baixa	Preto	Até 2017	26.51
15483	Autoajuda	271	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.32
15484	Biografia	455	Reedicao	Flexivel	Alta	Preto	2018-2020	71.98
15485	Autoajuda	432	Reedicao	Dura	Baixa	Preto	Até 2017	75.79
15486	Culinaria	470	Original	Dura	Alta	Cores	2018-2020	65.69
15487	Autoajuda	316	Original	Flexivel	Alta	Preto	Até 2017	32.18
15488	Artes	934	Original	Dura	Baixa	Cores	Até 2017	95.78
15489	Ciencias	598	Reedicao	Flexivel	Alta	Cores	2018-2020	73.68
15490	Literatura	540	Reedicao	Flexivel	Baixa	Cores	Até 2017	70.81
15491	Viagem	362	Original	Flexivel	Baixa	Preto	2018-2020	42.04
15492	Gestao	448	Original	Flexivel	Baixa	Preto	Até 2017	52.64
15493	Infantil	441	Reedicao	Dura	Baixa	Cores	2018-2020	60.68
15494	Historia	348	Original	Flexivel	Alta	Cores	Até 2017	52.06
15495	Artes	261	Original	Dura	Baixa	Preto	2021-2023	58.92
15496	Ciencias	611	Reedicao	Dura	Alta	Preto	Até 2017	87.74
15497	Literatura	388	Original	Flexivel	Baixa	Cores	2021-2023	69.67
15498	Autoajuda	283	Reedicao	Flexivel	Baixa	Preto	Até 2017	32.14
15499	Gestao	202	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.10
15500	Historia	86	Original	Flexivel	Baixa	Preto	2021-2023	31.56
15501	Ciencias	625	Original	Dura	Baixa	Preto	Até 2017	85.62
15502	Gestao	285	Original	Flexivel	Baixa	Preto	2021-2023	55.29
15503	Gestao	338	Reedicao	Flexivel	Baixa	Cores	Até 2017	55.54
15504	Infantil	329	Reedicao	Dura	Alta	Preto	2021-2023	57.50
15505	Autoajuda	238	Original	Dura	Baixa	Preto	2021-2023	57.04
15506	Autoajuda	325	Original	Flexivel	Baixa	Preto	Até 2017	43.67
15507	Infantil	410	Reedicao	Dura	Alta	Cores	2018-2020	71.07
15508	Autoajuda	345	Original	Flexivel	Baixa	Cores	2018-2020	44.63
15509	Espiritualidade	350	Reedicao	Flexivel	Alta	Preto	2018-2020	38.59
15510	Artes	215	Reedicao	Dura	Alta	Preto	2021-2023	54.95
15511	Literatura	238	Original	Flexivel	Baixa	Preto	Até 2017	36.56
15512	Literatura	647	Original	Flexivel	Baixa	Preto	Até 2017	58.18
15513	Espiritualidade	290	Reedicao	Flexivel	Baixa	Preto	2018-2020	29.51
15514	Historia	432	Reedicao	Flexivel	Baixa	Preto	2018-2020	65.13
15515	Universitario	532	Reedicao	Flexivel	Baixa	Cores	2021-2023	93.72
15516	Biografia	334	Reedicao	Flexivel	Baixa	Preto	2018-2020	61.57
15517	Culinaria	455	Reedicao	Dura	Alta	Preto	Até 2017	54.30
15518	Literatura	403	Original	Flexivel	Alta	Preto	Até 2017	60.74
15519	Autoajuda	342	Original	Flexivel	Baixa	Preto	2018-2020	55.54
15520	Literatura	369	Reedicao	Flexivel	Baixa	Preto	2018-2020	33.03
15521	Literatura	545	Original	Flexivel	Baixa	Preto	2018-2020	57.99
15522	Biografia	499	Reedicao	Dura	Alta	Preto	2018-2020	99.61
15523	Literatura	399	Original	Flexivel	Baixa	Preto	2021-2023	62.68
15524	Culinaria	502	Reedicao	Flexivel	Alta	Cores	2018-2020	84.92
15525	Culinaria	274	Original	Dura	Alta	Preto	2018-2020	53.50
15526	Culinaria	568	Original	Flexivel	Baixa	Preto	Até 2017	78.64
15527	Literatura	80	Reedicao	Flexivel	Baixa	Preto	2021-2023	17.49
15528	Gestao	522	Reedicao	Dura	Baixa	Cores	Até 2017	58.98
15529	Literatura	328	Reedicao	Flexivel	Baixa	Preto	2021-2023	57.28
15530	Infantil	248	Reedicao	Flexivel	Alta	Preto	2021-2023	48.82
15531	Literatura	510	Reedicao	Flexivel	Baixa	Preto	2021-2023	66.92
15532	Infantil	305	Reedicao	Dura	Alta	Cores	2021-2023	78.13
15533	Universitario	445	Reedicao	Dura	Baixa	Preto	Até 2017	94.34
15534	Ciencias	436	Reedicao	Flexivel	Baixa	Preto	2018-2020	51.60
15535	Infantil	642	Original	Flexivel	Alta	Preto	2018-2020	87.33
15536	Infantil	400	Original	Dura	Baixa	Preto	2021-2023	81.33
15537	Culinaria	497	Reedicao	Dura	Alta	Cores	2021-2023	67.70
15538	Gestao	252	Reedicao	Flexivel	Baixa	Preto	2018-2020	38.01
15539	Literatura	247	Reedicao	Flexivel	Baixa	Preto	2021-2023	33.09
15540	Culinaria	302	Original	Flexivel	Baixa	Preto	Até 2017	37.75
15541	Espiritualidade	445	Reedicao	Flexivel	Baixa	Preto	Até 2017	18.01
15542	Artes	104	Original	Dura	Alta	Preto	2018-2020	35.18
15543	Autoajuda	184	Reedicao	Flexivel	Baixa	Preto	Até 2017	19.80
15544	Literatura	241	Original	Flexivel	Baixa	Preto	2021-2023	60.99
15545	Biografia	546	Reedicao	Flexivel	Baixa	Preto	Até 2017	67.41
15546	Gestao	86	Original	Flexivel	Alta	Preto	2021-2023	32.75
15547	Ciencias	612	Original	Flexivel	Baixa	Preto	2018-2020	74.07
15548	Infantil	464	Original	Flexivel	Alta	Cores	2021-2023	56.75
15549	Historia	229	Original	Flexivel	Alta	Preto	Até 2017	49.50
15550	Autoajuda	225	Original	Flexivel	Baixa	Preto	2018-2020	21.79
15551	Espiritualidade	585	Reedicao	Flexivel	Baixa	Cores	2018-2020	51.66
15552	Infantil	455	Original	Dura	Baixa	Cores	2021-2023	70.91
15553	Literatura	528	Reedicao	Flexivel	Baixa	Preto	2018-2020	65.19
15554	Universitario	590	Reedicao	Dura	Alta	Preto	2021-2023	113.67
15555	Autoajuda	247	Original	Flexivel	Alta	Preto	2018-2020	48.08
15556	Historia	165	Original	Dura	Baixa	Preto	2018-2020	35.69
15557	Autoajuda	348	Reedicao	Flexivel	Baixa	Preto	2021-2023	35.53
15558	Biografia	71	Original	Flexivel	Alta	Cores	2018-2020	36.99
15559	Literatura	619	Reedicao	Flexivel	Alta	Cores	Até 2017	53.62
15560	Autoajuda	432	Original	Dura	Baixa	Cores	Até 2017	49.26
15561	Universitario	418	Reedicao	Flexivel	Baixa	Preto	2018-2020	90.22
15562	Ciencias	298	Original	Flexivel	Alta	Cores	2021-2023	43.81
15563	Literatura	385	Reedicao	Flexivel	Alta	Preto	2021-2023	47.08
15564	Autoajuda	525	Reedicao	Flexivel	Baixa	Preto	Até 2017	45.97
15565	Culinaria	333	Reedicao	Flexivel	Baixa	Preto	2021-2023	58.78
15566	Infantil	427	Original	Flexivel	Baixa	Preto	2018-2020	57.55
15567	Culinaria	128	Original	Dura	Baixa	Preto	2021-2023	31.36
15568	Autoajuda	519	Reedicao	Dura	Baixa	Preto	2021-2023	72.29
15569	Espiritualidade	318	Reedicao	Flexivel	Baixa	Preto	Até 2017	47.82
15570	Autoajuda	319	Reedicao	Dura	Baixa	Preto	2021-2023	52.80
