ID_RESPONDENTE	IDADE	GENERO	ESTADO_CIVIL	OCUPACAO_USUAL	RENDA_MENSAL_FAMILIAR	GRAU_EDUCACAO	REFEICAO_MAIS_FREQUENTE	COMPRAS_SAUDAVEIS	RECLAMACAO_ATRASO	AVALIACAO_MEDIA_ANTERIOR	INFLUENCIADO_POR_NOTA
2081	28	Masculino	Solteiro	Autonomo	6700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	1
2082	35	Masculino	Solteiro	Autonomo	3400	Graduacao	Almoco	Sim	Nao	4.8	1
2083	40	Masculino	Divorciado	Sem Ocupacao	2400	Pos-Graduacao	Almoco	Nao	Nao	4.6	0
2084	19	Feminino	Solteiro	Estudante	7100	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	0
2085	26	Feminino	Casado	Autonomo	9000	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
2086	28	Feminino	Solteiro	Empregado CLT	7400	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
2087	48	Masculino	Casado	Aposentado	2500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
2088	38	Masculino	Casado	Empregado CLT	11100	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
2089	19	Masculino	Solteiro	Estudante	15900	Graduacao	Almoco	Sim	Nao	4.9	1
2090	32	Feminino	Casado	Empregado CLT	11000	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.6	1
2091	54	Masculino	Casado	Empregado CLT	7800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
2092	46	Masculino	Casado	Sem Ocupacao	4700	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
2093	31	Feminino	Divorciado	Sem Ocupacao	4100	Graduacao	Jantar	Nao	Nao	4.5	1
2094	24	Masculino	Solteiro	Estudante	4100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
2095	47	Masculino	Casado	Sem Ocupacao	2000	Graduacao	Jantar	Sim	Nao	4.8	0
2096	26	Masculino	Solteiro	Estudante	3300	Graduacao	Almoco	Nao	Nao	4.3	0
2097	33	Feminino	Casado	Empregado CLT	2200	Sem Instrucao	Almoco	Nao	Nao	4.6	1
2098	32	Masculino	Casado	Estudante	22900	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2099	31	Masculino	Casado	Empregado CLT	5300	Ensino Fund./Medio	Almoco	Nao	Nao	4.3	0
2100	23	Masculino	Casado	Estudante	5000	Graduacao	Almoco	Nao	Sim	4.4	1
2101	31	Masculino	Casado	Empregado CLT	8000	Ensino Fund./Medio	Lanches	Sim	Sim	4.5	1
2102	55	Masculino	Casado	Autonomo	8400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
2103	33	Masculino	Solteiro	Estudante	23700	Graduacao	Almoco	Nao	Nao	4.5	1
2104	27	Feminino	Casado	Sem Ocupacao	6100	Ensino Fund./Medio	Lanches	Sim	Sim	4.5	1
2105	29	Masculino	Casado	Empregado CLT	6800	Ensino Fund./Medio	Lanches	Sim	Nao	4.5	1
2106	23	Masculino	Solteiro	Autonomo	8300	Sem Instrucao	Lanches	Nao	Nao	4.2	0
2107	34	Masculino	Casado	Autonomo	6600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	0
2108	23	Feminino	Solteiro	Estudante	7300	Ensino Fund./Medio	Jantar	Nao	Nao	4.9	1
2109	22	Feminino	Casado	Estudante	4700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
2110	38	Masculino	Casado	Empregado CLT	9400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.1	0
2111	23	Feminino	Solteiro	Estudante	3800	Graduacao	Almoco	Nao	Nao	4.5	0
2112	73	Masculino	Viúvo	Aposentado	7500	Graduacao	Lanches	Nao	Nao	4.5	1
2113	24	Feminino	Solteiro	Empregado CLT	3300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
2114	48	Masculino	Casado	Autonomo	15200	Graduacao	Cafe da manha	Nao	Nao	4.4	1
2115	55	Feminino	Casado	Empregado CLT	11100	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
2116	38	Feminino	Solteiro	Autonomo	5400	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2117	27	Masculino	Casado	Empregado CLT	4500	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2118	28	Masculino	Solteiro	Autonomo	5400	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
2119	34	Masculino	Solteiro	Empregado CLT	2000	Pos-Graduacao	Almoco	Nao	Nao	4.4	0
2120	34	Feminino	Divorciado	Sem Ocupacao	12700	Graduacao	Almoco	Sim	Sim	4.3	0
2121	39	Feminino	Casado	Aposentado	20600	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	1
2122	48	Masculino	Casado	Empregado CLT	4700	Graduacao	Lanches	Nao	Nao	4.6	0
2123	32	Feminino	Casado	Autonomo	6300	Graduacao	Jantar	Nao	Nao	4.8	1
2124	30	Masculino	Casado	Estudante	12200	Sem Instrucao	Almoco	Nao	Nao	4.9	1
2125	21	Masculino	Casado	Sem Ocupacao	5300	Ensino Fund./Medio	Almoco	Sim	Sim	4.7	1
2126	48	Masculino	Casado	Autonomo	1500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
2127	37	Masculino	Casado	Estudante	1800	Pos-Graduacao	Lanches	Nao	Nao	4.2	0
2128	29	Masculino	Casado	Autonomo	3900	Graduacao	Almoco	Nao	Nao	4.6	0
2129	18	Masculino	Solteiro	Sem Ocupacao	4700	Ensino Fund./Medio	Jantar	Nao	Sim	4.3	0
2130	37	Masculino	Casado	Estudante	7700	Graduacao	Jantar	Nao	Nao	4.6	0
2131	55	Masculino	Casado	Empregado CLT	2000	Graduacao	Lanches	Sim	Nao	4.5	1
2132	28	Masculino	Solteiro	Estudante	7800	Graduacao	Cafe da manha	Nao	Nao	4.7	1
2133	43	Feminino	Solteiro	Autonomo	8200	Ensino Fund./Medio	Almoco	Sim	Nao	4.2	0
2134	21	Feminino	Divorciado	Sem Ocupacao	5200	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
2135	33	Masculino	Casado	Autonomo	4600	Graduacao	Lanches	Nao	Nao	4.5	0
2136	21	Masculino	Solteiro	Estudante	10400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
2137	33	Masculino	Solteiro	Sem Ocupacao	9500	Graduacao	Cafe da manha	Sim	Nao	4.5	1
2138	41	Feminino	Solteiro	Empregado CLT	12800	Pos-Graduacao	Lanches	Sim	Sim	4.5	1
2139	33	Feminino	Divorciado	Empregado CLT	4400	Graduacao	Cafe da manha	Nao	Nao	4.4	0
2140	38	Masculino	Casado	Empregado CLT	18000	Pos-Graduacao	Lanches	Nao	Nao	4.8	1
2141	27	Masculino	Solteiro	Empregado CLT	4300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	0
2142	77	Masculino	Divorciado	Autonomo	16800	Graduacao	Cafe da manha	Nao	Nao	4.8	1
2143	19	Masculino	Solteiro	Sem Ocupacao	13400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	0
2144	58	Masculino	Casado	Autonomo	6500	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
2145	35	Masculino	Solteiro	Empregado CLT	4000	Pos-Graduacao	Almoco	Nao	Nao	4.1	0
2146	35	Feminino	Solteiro	Sem Ocupacao	12500	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
2147	33	Masculino	Casado	Empregado CLT	4600	Graduacao	Lanches	Nao	Nao	4.5	0
2148	24	Masculino	Solteiro	Empregado CLT	8100	Sem Instrucao	Almoco	Nao	Sim	4.7	1
2149	24	Masculino	Solteiro	Autonomo	13900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
2150	35	Feminino	Solteiro	Estudante	6800	Graduacao	Almoco	Nao	Nao	4.6	1
2151	37	Feminino	Solteiro	Empregado CLT	5600	Graduacao	Cafe da manha	Nao	Nao	4.5	1
2152	57	Feminino	Casado	Aposentado	3900	Pos-Graduacao	Jantar	Nao	Nao	4.6	0
2153	25	Masculino	Solteiro	Estudante	3900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
2154	27	Masculino	Solteiro	Sem Ocupacao	14600	Sem Instrucao	Lanches	Sim	Sim	4.7	1
2155	44	Feminino	Casado	Empregado CLT	15900	Graduacao	Lanches	Sim	Nao	4.7	1
2156	25	Masculino	Divorciado	Empregado CLT	3200	Graduacao	Jantar	Nao	Nao	4.5	0
2157	26	Feminino	Casado	Estudante	6600	Graduacao	Almoco	Nao	Nao	4.8	1
2158	33	Feminino	Solteiro	Autonomo	9300	Graduacao	Lanches	Nao	Nao	4.7	1
2159	26	Masculino	Solteiro	Autonomo	5200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
2160	31	Feminino	Solteiro	Autonomo	1900	Pos-Graduacao	Jantar	Nao	Nao	4.5	0
2161	25	Feminino	Solteiro	Empregado CLT	7500	Graduacao	Cafe da manha	Nao	Nao	4.6	0
2162	19	Masculino	Solteiro	Sem Ocupacao	5800	Ensino Fund./Medio	Almoco	Nao	Sim	4.0	0
2163	34	Masculino	Casado	Autonomo	4700	Sem Instrucao	Lanches	Nao	Nao	4.5	0
2164	26	Feminino	Solteiro	Estudante	3700	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	0
2165	31	Masculino	Casado	Empregado CLT	3100	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2166	25	Feminino	Solteiro	Sem Ocupacao	2300	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	0
2167	29	Masculino	Casado	Autonomo	7100	Graduacao	Almoco	Nao	Nao	4.7	1
2168	36	Feminino	Casado	Autonomo	9600	Graduacao	Lanches	Nao	Nao	4.7	1
2169	21	Masculino	Casado	Autonomo	6500	Sem Instrucao	Lanches	Sim	Nao	4.5	1
2170	22	Feminino	Solteiro	Sem Ocupacao	12200	Graduacao	Lanches	Nao	Nao	4.7	1
2171	51	Masculino	Casado	Empregado CLT	4700	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	0
2172	78	Masculino	Viúvo	Aposentado	20600	Pos-Graduacao	Almoco	Nao	Sim	4.7	1
2173	32	Feminino	Solteiro	Autonomo	6200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.0	1
2174	28	Feminino	Solteiro	Empregado CLT	9400	Ensino Fund./Medio	Almoco	Nao	Nao	4.3	1
2175	25	Masculino	Solteiro	Autonomo	3400	Sem Instrucao	Almoco	Nao	Nao	4.8	0
2176	28	Masculino	Casado	Sem Ocupacao	12800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
2177	26	Masculino	Solteiro	Estudante	1800	Ensino Fund./Medio	Almoco	Sim	Nao	4.8	0
2178	56	Feminino	Divorciado	Empregado CLT	5900	Graduacao	Almoco	Sim	Sim	4.6	1
2179	27	Feminino	Casado	Empregado CLT	16200	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2180	23	Masculino	Casado	Estudante	2300	Graduacao	Lanches	Nao	Nao	4.9	1
2181	18	Masculino	Casado	Autonomo	12900	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
2182	39	Masculino	Casado	Empregado CLT	5200	Graduacao	Cafe da manha	Nao	Nao	4.5	1
2183	25	Masculino	Divorciado	Estudante	12100	Graduacao	Lanches	Nao	Nao	4.2	0
2184	41	Feminino	Solteiro	Estudante	3800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	0
2185	27	Feminino	Casado	Empregado CLT	6300	Ensino Fund./Medio	Almoco	Nao	Nao	4.2	0
2186	25	Masculino	Casado	Sem Ocupacao	6900	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
2187	26	Masculino	Solteiro	Autonomo	7200	Graduacao	Almoco	Nao	Nao	4.7	1
2188	23	Feminino	Solteiro	Sem Ocupacao	10200	Graduacao	Almoco	Nao	Nao	4.8	1
2189	67	Masculino	Casado	Autonomo	4000	Graduacao	Cafe da manha	Nao	Nao	4.9	0
2190	47	Masculino	Casado	Autonomo	13100	Graduacao	Cafe da manha	Nao	Nao	4.6	0
2191	26	Feminino	Casado	Autonomo	1800	Sem Instrucao	Lanches	Nao	Nao	4.5	0
2192	28	Masculino	Casado	Empregado CLT	13900	Ensino Fund./Medio	Almoco	Nao	Sim	4.7	1
2193	51	Masculino	Solteiro	Empregado CLT	5900	Graduacao	Almoco	Nao	Nao	4.8	1
2194	18	Masculino	Solteiro	Sem Ocupacao	6800	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
2195	43	Feminino	Casado	Empregado CLT	10100	Graduacao	Almoco	Nao	Nao	4.5	1
2196	66	Masculino	Viúvo	Aposentado	2900	Graduacao	Jantar	Nao	Nao	4.6	1
2197	37	Masculino	Solteiro	Empregado CLT	4400	Graduacao	Jantar	Nao	Nao	4.6	0
2198	25	Feminino	Solteiro	Estudante	2900	Graduacao	Cafe da manha	Nao	Nao	4.6	0
2199	23	Masculino	Solteiro	Estudante	9800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
2200	19	Feminino	Casado	Autonomo	10900	Graduacao	Cafe da manha	Nao	Nao	4.6	1
2201	33	Masculino	Casado	Autonomo	12700	Graduacao	Cafe da manha	Sim	Nao	4.8	1
2202	31	Masculino	Casado	Empregado CLT	10700	Graduacao	Lanches	Nao	Nao	4.6	1
2203	51	Feminino	Casado	Autonomo	8900	Graduacao	Lanches	Nao	Nao	4.5	1
2204	38	Feminino	Casado	Empregado CLT	1000	Graduacao	Lanches	Nao	Nao	4.5	0
2205	38	Masculino	Casado	Autonomo	5700	Graduacao	Almoco	Nao	Nao	4.5	1
2206	27	Masculino	Casado	Empregado CLT	16700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	0
2207	35	Feminino	Divorciado	Autonomo	7100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
2208	36	Feminino	Casado	Empregado CLT	4800	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
2209	28	Feminino	Casado	Autonomo	2500	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
2210	26	Feminino	Solteiro	Autonomo	19200	Ensino Fund./Medio	Almoco	Nao	Sim	4.3	1
2211	18	Masculino	Solteiro	Empregado CLT	7400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
2212	21	Feminino	Solteiro	Autonomo	4000	Sem Instrucao	Lanches	Nao	Nao	4.7	0
2213	35	Feminino	Casado	Empregado CLT	7200	Graduacao	Cafe da manha	Nao	Nao	4.6	1
2214	24	Masculino	Casado	Sem Ocupacao	5900	Ensino Fund./Medio	Almoco	Nao	Sim	4.8	0
2215	44	Masculino	Viúvo	Empregado CLT	7900	Pos-Graduacao	Lanches	Nao	Nao	4.3	0
2216	18	Masculino	Solteiro	Estudante	7500	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
2217	28	Masculino	Solteiro	Empregado CLT	9100	Graduacao	Lanches	Nao	Nao	4.7	1
2218	25	Feminino	Solteiro	Empregado CLT	10000	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2219	24	Masculino	Solteiro	Empregado CLT	9200	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
2220	41	Feminino	Solteiro	Autonomo	7000	Pos-Graduacao	Jantar	Nao	Nao	4.5	1
2221	24	Masculino	Casado	Estudante	7700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
2222	26	Feminino	Divorciado	Estudante	15400	Sem Instrucao	Jantar	Nao	Sim	4.6	1
2223	38	Masculino	Casado	Sem Ocupacao	10300	Pos-Graduacao	Cafe da manha	Sim	Sim	4.9	1
2224	42	Masculino	Casado	Empregado CLT	8400	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
2225	45	Masculino	Casado	Aposentado	12300	Graduacao	Cafe da manha	Nao	Nao	4.5	1
2226	52	Feminino	Casado	Empregado CLT	7000	Pos-Graduacao	Cafe da manha	Sim	Sim	4.6	1
2227	40	Masculino	Casado	Autonomo	1600	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
2228	41	Masculino	Casado	Empregado CLT	5000	Graduacao	Lanches	Sim	Nao	4.7	0
2229	42	Feminino	Casado	Empregado CLT	5700	Graduacao	Jantar	Nao	Nao	4.2	1
2230	34	Feminino	Solteiro	Autonomo	11200	Graduacao	Cafe da manha	Nao	Nao	4.3	1
2231	40	Masculino	Casado	Empregado CLT	14000	Graduacao	Jantar	Nao	Nao	4.6	1
2232	25	Masculino	Casado	Estudante	7500	Sem Instrucao	Almoco	Nao	Nao	4.5	1
2233	33	Masculino	Casado	Empregado CLT	4000	Graduacao	Lanches	Sim	Nao	4.6	0
2234	26	Feminino	Solteiro	Autonomo	3400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
2235	33	Feminino	Solteiro	Autonomo	1300	Graduacao	Jantar	Sim	Nao	4.9	0
2236	24	Masculino	Casado	Empregado CLT	13500	Ensino Fund./Medio	Almoco	Nao	Sim	4.6	1
2237	57	Feminino	Casado	Sem Ocupacao	13600	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
2238	28	Masculino	Solteiro	Sem Ocupacao	2500	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
2239	37	Masculino	Casado	Empregado CLT	1200	Pos-Graduacao	Lanches	Nao	Nao	4.6	0
2240	74	Feminino	Solteiro	Aposentado	10100	Sem Instrucao	Cafe da manha	Sim	Nao	4.5	1
2241	25	Feminino	Solteiro	Autonomo	4900	Sem Instrucao	Cafe da manha	Nao	Nao	4.6	0
2242	23	Feminino	Solteiro	Autonomo	13000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
2243	18	Feminino	Casado	Estudante	13300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
2244	33	Masculino	Casado	Autonomo	5100	Graduacao	Lanches	Nao	Nao	4.5	1
2245	23	Feminino	Solteiro	Empregado CLT	3200	Pos-Graduacao	Lanches	Nao	Nao	4.9	0
2246	45	Masculino	Casado	Autonomo	11200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
2247	19	Feminino	Solteiro	Estudante	9000	Sem Instrucao	Lanches	Sim	Sim	4.9	1
2248	32	Feminino	Solteiro	Sem Ocupacao	5600	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
2249	30	Masculino	Casado	Estudante	9800	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	1
2250	38	Masculino	Casado	Autonomo	6600	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
2251	23	Feminino	Solteiro	Sem Ocupacao	8100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
2252	19	Masculino	Solteiro	Estudante	12600	Sem Instrucao	Cafe da manha	Nao	Nao	4.8	0
2253	18	Masculino	Solteiro	Estudante	19100	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	0
2254	36	Feminino	Solteiro	Empregado CLT	1000	Pos-Graduacao	Lanches	Sim	Nao	4.6	0
2255	26	Feminino	Casado	Estudante	2600	Ensino Fund./Medio	Jantar	Nao	Sim	4.2	0
2256	42	Masculino	Casado	Empregado CLT	2700	Graduacao	Jantar	Nao	Nao	4.2	1
2257	29	Masculino	Casado	Empregado CLT	5600	Sem Instrucao	Almoco	Nao	Nao	4.7	1
2258	32	Masculino	Solteiro	Empregado CLT	7800	Sem Instrucao	Lanches	Nao	Nao	4.2	0
2259	19	Masculino	Solteiro	Estudante	6900	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
2260	25	Masculino	Divorciado	Empregado CLT	7600	Ensino Fund./Medio	Lanches	Nao	Nao	4.1	0
2261	39	Feminino	Casado	Autonomo	14800	Graduacao	Lanches	Nao	Nao	4.7	0
2262	26	Masculino	Casado	Autonomo	14800	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	0
2263	31	Masculino	Solteiro	Sem Ocupacao	12600	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
2264	30	Feminino	Solteiro	Empregado CLT	4100	Graduacao	Cafe da manha	Nao	Nao	4.6	0
2265	26	Masculino	Solteiro	Empregado CLT	8100	Graduacao	Lanches	Sim	Sim	4.5	1
2266	20	Masculino	Solteiro	Estudante	6800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
2267	32	Feminino	Casado	Empregado CLT	15400	Graduacao	Lanches	Nao	Nao	4.7	1
2268	51	Feminino	Casado	Empregado CLT	9000	Graduacao	Almoco	Nao	Sim	4.9	1
2269	19	Feminino	Casado	Estudante	3100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
2270	32	Feminino	Casado	Autonomo	13900	Graduacao	Cafe da manha	Sim	Nao	4.5	1
2271	31	Feminino	Casado	Sem Ocupacao	2800	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
2272	26	Feminino	Solteiro	Estudante	8200	Graduacao	Cafe da manha	Sim	Nao	4.5	1
2273	26	Feminino	Solteiro	Empregado CLT	10200	Sem Instrucao	Cafe da manha	Nao	Nao	4.4	0
2274	28	Masculino	Solteiro	Sem Ocupacao	8500	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	1
2275	36	Feminino	Casado	Autonomo	8000	Pos-Graduacao	Cafe da manha	Sim	Nao	4.6	1
2276	18	Masculino	Solteiro	Empregado CLT	5700	Graduacao	Almoco	Nao	Sim	4.3	1
2277	19	Feminino	Solteiro	Autonomo	17500	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	1
2278	29	Masculino	Casado	Estudante	14400	Sem Instrucao	Almoco	Nao	Nao	4.7	1
2279	68	Feminino	Divorciado	Empregado CLT	3000	Pos-Graduacao	Almoco	Nao	Nao	4.6	0
2280	26	Masculino	Solteiro	Sem Ocupacao	8800	Pos-Graduacao	Cafe da manha	Sim	Nao	4.7	1
2281	18	Feminino	Solteiro	Estudante	12500	Sem Instrucao	Jantar	Nao	Nao	4.7	1
2282	21	Masculino	Solteiro	Estudante	9600	Sem Instrucao	Jantar	Nao	Nao	4.0	0
2283	33	Masculino	Solteiro	Autonomo	13100	Sem Instrucao	Almoco	Sim	Nao	4.7	1
2284	39	Feminino	Casado	Estudante	6400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
2285	26	Feminino	Divorciado	Estudante	6400	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	1
2286	44	Feminino	Casado	Autonomo	6700	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
2287	29	Feminino	Casado	Autonomo	4000	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
2288	51	Masculino	Casado	Autonomo	11300	Graduacao	Cafe da manha	Nao	Nao	4.4	1
2289	32	Feminino	Casado	Estudante	3900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
2290	41	Masculino	Casado	Empregado CLT	7800	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.9	1
2291	25	Feminino	Casado	Sem Ocupacao	10200	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
2292	53	Feminino	Viúvo	Sem Ocupacao	11800	Graduacao	Lanches	Nao	Nao	4.8	1
2293	19	Feminino	Solteiro	Sem Ocupacao	3600	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
2294	53	Feminino	Casado	Empregado CLT	9500	Graduacao	Cafe da manha	Nao	Nao	4.3	1
2295	28	Feminino	Solteiro	Autonomo	5600	Sem Instrucao	Cafe da manha	Sim	Sim	4.6	1
2296	42	Masculino	Casado	Sem Ocupacao	2400	Pos-Graduacao	Lanches	Sim	Nao	4.2	0
2297	40	Masculino	Solteiro	Autonomo	1600	Graduacao	Jantar	Nao	Nao	4.3	1
2298	31	Feminino	Solteiro	Empregado CLT	6000	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
2299	22	Feminino	Casado	Estudante	12200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	0
2300	30	Feminino	Casado	Autonomo	3600	Pos-Graduacao	Jantar	Nao	Nao	4.2	0
2301	46	Feminino	Viúvo	Sem Ocupacao	1600	Graduacao	Lanches	Nao	Nao	4.5	0
2302	30	Feminino	Casado	Empregado CLT	6900	Graduacao	Lanches	Nao	Sim	4.3	1
2303	38	Masculino	Casado	Autonomo	6600	Pos-Graduacao	Jantar	Nao	Nao	4.4	0
2304	37	Masculino	Casado	Empregado CLT	3200	Ensino Fund./Medio	Almoco	Nao	Nao	4.2	0
2305	22	Masculino	Solteiro	Estudante	7600	Graduacao	Cafe da manha	Nao	Nao	4.7	1
2306	28	Masculino	Casado	Autonomo	6300	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
2307	23	Feminino	Solteiro	Empregado CLT	2100	Graduacao	Cafe da manha	Nao	Nao	4.5	1
2308	56	Masculino	Solteiro	Autonomo	6900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
2309	25	Masculino	Casado	Sem Ocupacao	10500	Graduacao	Lanches	Nao	Sim	4.4	1
2310	29	Feminino	Casado	Empregado CLT	2800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	0
2311	32	Feminino	Casado	Empregado CLT	9400	Sem Instrucao	Cafe da manha	Nao	Nao	4.3	0
2312	30	Feminino	Solteiro	Empregado CLT	8600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
2313	40	Masculino	Divorciado	Sem Ocupacao	3800	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
2314	23	Feminino	Solteiro	Autonomo	1500	Pos-Graduacao	Lanches	Nao	Nao	4.5	0
2315	40	Feminino	Divorciado	Empregado CLT	14500	Graduacao	Cafe da manha	Nao	Nao	4.8	1
2316	23	Masculino	Solteiro	Sem Ocupacao	7200	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
2317	30	Masculino	Casado	Empregado CLT	7100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.1	0
2318	22	Masculino	Casado	Autonomo	4500	Graduacao	Lanches	Sim	Nao	4.5	1
2319	18	Feminino	Solteiro	Sem Ocupacao	11800	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
2320	37	Feminino	Solteiro	Empregado CLT	8400	Graduacao	Almoco	Nao	Nao	4.6	1
2321	33	Masculino	Casado	Empregado CLT	4000	Graduacao	Cafe da manha	Nao	Nao	4.2	0
2322	28	Masculino	Casado	Empregado CLT	5000	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
2323	29	Masculino	Casado	Sem Ocupacao	10000	Sem Instrucao	Cafe da manha	Nao	Nao	4.7	1
2324	64	Masculino	Viúvo	Autonomo	9500	Ensino Fund./Medio	Almoco	Sim	Nao	4.2	0
2325	40	Masculino	Casado	Empregado CLT	5600	Pos-Graduacao	Almoco	Nao	Nao	4.3	0
2326	25	Masculino	Casado	Estudante	2800	Graduacao	Lanches	Nao	Nao	4.9	0
2327	21	Feminino	Casado	Estudante	4500	Sem Instrucao	Almoco	Nao	Nao	4.8	1
2328	34	Masculino	Casado	Autonomo	4100	Pos-Graduacao	Jantar	Nao	Nao	4.7	0
2329	26	Masculino	Solteiro	Estudante	4700	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
2330	52	Masculino	Casado	Autonomo	9100	Ensino Fund./Medio	Jantar	Sim	Nao	4.8	1
2331	48	Masculino	Casado	Autonomo	4500	Pos-Graduacao	Cafe da manha	Nao	Nao	4.7	1
2332	38	Masculino	Casado	Empregado CLT	3600	Pos-Graduacao	Jantar	Nao	Sim	4.3	1
2333	34	Masculino	Solteiro	Empregado CLT	16300	Sem Instrucao	Lanches	Nao	Nao	4.6	1
2334	18	Masculino	Casado	Estudante	6800	Sem Instrucao	Cafe da manha	Nao	Sim	4.5	1
